报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),100766,55480,21314,111027,77701,44300,18324,82647,55417,31453,10540,63038,39536,21124,6970,51201,50293,42039,30740,
营业收入(万元),100766,55480,21314,111027,77701,44300,18324,82647,55417,31453,10540,63038,39536,21124,6970,51201,50293,42039,30740,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),87225,48781,20010,97347,67737,39778,17471,72407,47513,27735,9809,53340,34320,19366,7371,43891,43814,35749,27620,
营业成本(万元),65288,35832,14103,71118,50186,28844,12388,54174,36020,20393,7016,39175,24750,13148,4602,29999,30077,25663,20057,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),2556,1458,590,3585,2355,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),874,599,261,995,644,412,213,671,446,272,87,499,318,176,53,428,371,271,210,
销售费用(万元),15278,8890,4002,15245,10951,7059,3507,11899,7603,4891,1823,9516,6312,4068,1766,9411,8933,6804,5247,
管理费用(万元),3260,2025,904,4526,3303,3231,1386,6047,4070,2422,1058,4320,3120,1993,991,3822,4038,2818,2095,
财务费用(万元),-30,-24,5,1045,-118,-69,-24,-515,-811,-427,-175,-329,-245,-138,-42,-33,81,89,-1,
资产减值损失(万元),,,144,833,417,302,,131,184,184,,159,65,119,,264,315,104,13,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),762,382,208,1802,1460,1050,554,953,,,,,,,,,137,26,-119,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),14243,6943,1777,16262,11903,5734,1580,12019,7904,3719,732,9698,5215,1758,-401,7310,6616,6316,3001,
营业外收入(万元),26,17,6,33,19,12,6,44,417,326,258,445,100,50,3,726,873,104,5,
营业外支出(万元),43,2,1,123,40,30,26,63,30,10,3,14,11,7,4,2,5,10,11,
非流动资产处置损失(万元),,,,,,,,,,1,,2,,1,,0,1,9,10,
利润总额(万元),14226,6958,1782,16171,11882,5716,1560,12000,8291,4035,987,10129,5305,1801,-401,8034,7484,6409,2995,
所得税费用(万元),2291,1085,288,2206,1823,897,258,1679,1279,564,166,1375,819,240,,1182,1065,910,398,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),11935,5873,1494,13965,10059,4819,1301,10322,7012,3471,821,8754,4486,1561,-401,6853,6419,5499,2597,
归属于母公司所有者的净利润(万元),12358,5939,1517,14207,10193,4853,1301,10298,6986,3469,821,8754,4486,1561,-401,6853,6419,5499,2597,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-423,-65,-23,-242,-134,-34,,23,26,2,,,,,,,,,,
基本每股收益,0.8,0.38,0.1,0.91,0.66,0.31,0.08,0.67,0.49,0.64,0.18,1.88,0.39,0.34,-0.09,1.47,1.5,,,
稀释每股收益,0.8,0.38,0.1,0.91,0.66,0.31,0.08,0.67,0.49,0.64,0.18,1.88,0.39,0.34,-0.09,1.47,1.5,,,
