报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),174144,117915,54519,213540,152067,101721,48159,180785,129196,88052,42474,158496,138807,122429,100122,
营业收入(万元),174144,117915,54519,213540,152067,101721,48159,180785,129196,88052,42474,158496,138807,122429,100122,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),163264,110276,52285,198841,143900,95740,46282,167783,121830,82918,40956,148399,130694,116882,94657,
营业成本(万元),122690,83873,40095,152104,110519,73835,36052,129426,94924,64731,32039,116177,103102,92416,74797,
利息支出(万元),,0,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),550,392,196,966,576,372,182,685,470,266,87,760,734,790,688,
销售费用(万元),34812,22827,10848,38911,28208,18076,8051,30712,21815,14484,7002,25333,22121,19579,15828,
管理费用(万元),5658,3352,1276,6313,4110,3059,1765,6339,4133,3077,1692,5529,4376,3699,3049,
财务费用(万元),-446,-167,-123,409,420,290,162,568,407,280,137,570,351,301,258,
资产减值损失(万元),,,,139,66,108,70,54,80,80,0,30,11,96,36,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),817,640,279,1527,865,537,82,220,143,93,38,101,122,98,254,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),12837,9140,2672,17178,9867,7342,1959,14097,7631,5349,1556,10199,8235,5646,5720,
营业外收入(万元),40,10,6,13,7,6,8,55,36,34,64,568,653,727,473,
营业外支出(万元),236,228,3,235,219,195,22,231,224,214,3,54,41,29,61,
非流动资产处置损失(万元),,,,,,,,,,2,,18,2,3,1,
利润总额(万元),12640,8922,2674,16957,9656,7153,1944,13921,7443,5169,1616,10714,8848,6343,6132,
所得税费用(万元),3211,2190,732,3882,2505,1818,567,3465,2027,1368,443,2562,2251,1576,1559,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),9430,6732,1942,13075,7151,5335,1377,10456,5416,3801,1173,8151,6596,4767,4573,
归属于母公司所有者的净利润(万元),8727,6229,1776,11999,6564,4893,1213,9358,4759,3350,1020,7399,5962,4421,4384,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),703,503,166,1075,587,442,164,1098,657,450,153,752,634,346,190,
基本每股收益,0.87,0.62,0.18,1.28,0.72,0.56,0.16,1.25,0.63,0.45,0.14,0.99,0.79,0.59,0.58,
稀释每股收益,0.87,0.62,0.18,1.28,0.72,0.56,0.16,1.25,0.63,0.45,0.14,0.99,0.79,0.59,0.58,
