报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),116468,77971,36888,138130,96319,63710,29195,129226,91221,62198,28263,111759,79244,54389,25759,126021,89579,121873,56919,125216,99188,116296,
营业收入(万元),116468,77971,36888,138130,96319,63710,29195,129226,91221,62198,28263,111759,79244,54389,25759,126021,89579,121873,56919,125216,99188,116296,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),110142,73744,34897,128928,90228,59046,26886,116993,82476,56198,25804,100840,71075,48744,23504,115747,81857,113416,52770,118395,94481,114250,
营业成本(万元),98576,66030,30903,114039,79223,52019,23452,102311,72263,49566,22657,88383,62515,42819,20701,102556,72299,101021,47126,105921,84357,102660,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3398,2069,983,4797,3978,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),545,401,201,640,420,293,160,578,379,288,168,699,379,244,135,602,409,578,242,507,447,404,
销售费用(万元),2047,1258,516,2491,1595,1008,375,1987,1377,967,454,2012,1293,905,413,2113,1376,1959,974,1721,1485,1975,
管理费用(万元),3962,2655,1335,5830,4845,5703,2817,11023,7876,4763,2213,8031,5875,3968,2187,7612,5479,6896,3210,6409,4127,4373,
财务费用(万元),1614,1330,870,535,-101,40,302,807,629,394,205,1011,859,617,368,1924,1647,2936,1550,3776,3956,3934,
资产减值损失(万元),,,114,596,267,-17,-219,286,-48,220,107,703,154,190,-300,941,647,26,-331,62,108,904,
公允价值变动收益(万元),,,1,2,,,,,,,,,,,,,,,-101,,-0,0,
投资收益(万元),610,440,309,197,101,100,24,236,152,4,-11,84,26,11,,90,64,-83,,153,274,108,
对联营企业和合营企业的投资收益(万元),169,161,115,27,,,,,,,,,,,,,,,,,-196,-251,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),6917,4644,2439,9802,6334,4811,2356,12884,8968,6053,2448,11003,8195,5655,2255,10363,7786,8374,4047,6974,4982,2154,
营业外收入(万元),23,22,14,13,12,10,0,150,228,131,29,981,281,183,79,612,408,487,109,1621,202,453,
营业外支出(万元),118,117,105,78,67,50,19,154,54,6,5,244,111,64,32,352,191,396,169,368,452,576,
非流动资产处置损失(万元),,,,,,,,,23,1,1,42,36,11,,86,81,0,,,,4,
利润总额(万元),6823,4548,2348,9737,6279,4771,2337,12880,9142,6178,2471,11741,8365,5774,2301,10623,8002,8466,3988,8227,4731,2031,
所得税费用(万元),1242,880,472,1967,1069,982,476,2871,2130,1485,626,2923,2228,1533,595,2898,2170,2290,1101,1903,1552,1033,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),5580,3669,1876,7769,5210,3789,1861,10009,7011,4693,1846,8818,6137,4241,1706,7726,5831,6177,2887,6325,3180,998,
归属于母公司所有者的净利润(万元),5580,3669,1876,7769,5210,3789,1861,10009,7011,4693,1846,8818,6137,4241,1706,7726,5831,6177,2887,6325,3180,998,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,-712,-1265,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.29,0.19,0.1,0.41,0.27,0.2,0.1,0.75,0.53,0.55,0.25,1.47,1.02,0.71,0.28,1.29,0.97,1.03,0.48,1.26,,,
稀释每股收益,0.29,0.19,0.1,0.41,0.27,0.2,0.1,0.75,0.53,0.55,0.25,1.47,1.02,0.71,0.28,1.29,0.7,1.03,0.48,1.26,,,
