报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),130356,85243,41217,65093,44327,28606,13477,56806,41284,29475,15263,66187,47152,32106,16052,55060,40766,20219,51882,33339,16261,
营业收入(万元),130356,85243,41217,65093,44327,28606,13477,56806,41284,29475,15263,66187,47152,32106,16052,55060,40766,20219,51882,33339,16261,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),117591,77563,38508,65578,44189,29026,13758,52629,38642,26939,13815,59768,42996,29388,14564,49724,33817,16517,41331,24774,12074,
营业成本(万元),100507,67160,33813,52579,35260,23112,11001,43261,31631,22584,11673,50618,36226,24860,12382,42007,28308,13843,35064,20996,10253,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),5725,3129,1090,2679,1770,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),356,220,133,65,49,38,14,148,103,77,38,156,98,82,66,248,289,162,356,187,82,
销售费用(万元),2524,2125,1083,1924,1342,867,382,1509,1094,821,433,1863,1595,1090,489,1412,964,477,976,494,258,
管理费用(万元),7192,4256,2260,5855,4838,4223,1977,6777,5117,3012,1525,6541,4499,3037,1447,5113,3986,1893,4548,2608,1421,
财务费用(万元),1287,673,222,984,742,689,360,732,619,389,153,429,652,331,161,767,341,188,300,76,18,
资产减值损失(万元),,,-93,1492,188,97,23,204,78,57,-8,161,-74,-12,20,175,-71,-46,88,413,43,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),3000,3000,3000,,,,,,,,,,,,,,,,,3,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),13862,10437,5778,234,150,-409,-272,4176,2642,2536,1448,6418,4155,2719,1488,5336,6949,3702,10551,8568,4186,
营业外收入(万元),534,500,500,35,624,621,621,28,0,0,,357,1,1,1,77,87,1,33,0,,
营业外支出(万元),95,26,15,36,26,24,1,36,26,15,29,18,7,,,6,191,379,32,84,0,
非流动资产处置损失(万元),,,,,,,,,16,15,29,7,7,,,5,1,,8,1,,
利润总额(万元),14301,10910,6263,233,748,188,348,4169,2616,2521,1419,6757,4149,2719,1489,5407,6846,3323,10552,8483,4186,
所得税费用(万元),1541,1428,1176,-449,-212,-221,11,-33,209,440,337,1007,700,442,252,772,910,515,1466,2158,1004,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),12760,9482,5087,683,960,409,337,4202,2408,2082,1082,5750,3449,2277,1237,4635,5936,2808,9086,6325,3182,
归属于母公司所有者的净利润(万元),9732,7715,4545,683,960,409,337,4202,2408,2082,1082,5891,3590,2394,1293,4763,5936,2808,9086,6325,3182,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),3028,1767,541,,,,,,,,,-141,-141,-117,-56,-128,-1,,,,,
基本每股收益,0.47,0.37,0.22,0.03,0.05,0.03,0.03,0.4,0.25,0.22,0.12,0.63,0.38,0.26,0.14,0.51,0.63,0.3,0.97,,,
稀释每股收益,0.47,0.37,0.22,0.03,0.05,0.03,0.03,0.4,0.25,0.22,0.12,0.63,0.38,0.26,0.14,0.51,0.63,0.3,0.97,,,
