报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),74014,45759,22089,105365,79023,51577,24126,85485,56013,56166,11920,31282,12988,3512,
营业收入(万元),74014,45759,22089,105365,79023,51577,24126,85485,56013,56166,11920,31282,12988,3512,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),68079,41458,20254,96055,74032,49148,22974,76679,50643,48241,9199,23826,11558,4565,
营业成本(万元),57516,34569,16235,84026,64776,43139,20263,65252,42695,39835,7590,18680,8044,2769,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),3641,2317,1226,4446,3154,2139,1081,3833,,2800,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),337,207,118,533,387,243,84,478,266,254,58,237,104,26,
销售费用(万元),1797,1053,517,1843,1317,851,371,1211,797,873,189,650,380,173,
管理费用(万元),3038,2000,992,3082,2105,1421,769,2745,4289,2814,1142,3487,2533,1561,
财务费用(万元),1750,1313,723,2939,2293,1356,818,1976,1275,1300,294,766,170,43,
资产减值损失(万元),,,442,-814,,,-412,1183,1321,366,-73,7,328,-8,
公允价值变动收益(万元),,,,,,,,,,,,,,,
投资收益(万元),186,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),7283,5446,2842,11274,6983,3621,1635,10636,5370,7925,2721,7456,1430,-1046,
营业外收入(万元),8,3,3,15,15,15,15,11,1451,1019,91,421,258,659,
营业外支出(万元),174,172,72,227,92,62,22,73,27,177,20,31,26,11,
非流动资产处置损失(万元),,,,176,,,,50,20,140,3,20,24,7,
利润总额(万元),7117,5277,2774,11062,6906,3574,1628,10575,6794,8766,2792,7845,1662,-398,
所得税费用(万元),720,586,324,1250,721,387,188,1302,852,1206,469,1155,462,-109,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),6397,4692,2450,9812,6185,3187,1441,9273,5942,7561,2323,6691,1200,-288,
归属于母公司所有者的净利润(万元),6397,4692,2450,9812,6185,3187,1441,9273,5942,7561,2323,6691,1200,-288,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
基本每股收益,1.68,1.32,0.76,3.06,1.93,0.99,0.45,2.89,1.85,2.36,0.72,2.21,0.4,,
稀释每股收益,1.68,1.32,0.76,3.06,1.93,0.99,0.45,2.89,1.85,2.36,0.72,2.21,0.4,,
