报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),626055,418593,174850,935082,653308,440248,184153,890092,629245,396347,153290,803396,627383,775031,309947,748185,737953,555771,
营业收入(万元),626055,418593,174850,935082,653308,440248,184153,890092,629245,396347,153290,803396,627383,775031,309947,748185,737953,555771,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),527581,346298,156815,808836,556859,376798,170938,766872,540990,335250,134960,713946,547907,689179,259718,666222,676552,512403,
营业成本(万元),399460,261147,110022,599667,423252,288843,128435,577243,406402,251174,98191,539997,429185,530756,188301,516954,539570,374270,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,48,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),3627,2440,1168,6040,4018,2766,1356,5848,3896,2654,1242,5160,1637,2767,1356,2350,3847,3434,
销售费用(万元),56976,37625,17218,87908,54989,35376,15489,77839,51513,33584,12837,69504,47272,61804,24138,55988,48992,46854,
管理费用(万元),68696,46321,21766,113577,68263,46254,22245,101431,71554,43569,19085,93887,60378,91260,38841,83336,76447,78351,
财务费用(万元),-1177,-1236,-880,-2379,-1033,-1259,-1496,-2394,-463,-667,-532,-2346,-1640,-764,252,-6,1771,731,
资产减值损失(万元),,,7521,4023,7322,4819,4909,6905,8089,4935,4138,7744,11075,3355,6831,7600,5926,8762,
公允价值变动收益(万元),-10,-10,,,,,,,,,,,,,,,,,
投资收益(万元),8739,8739,469,4826,3324,3324,1116,2241,1124,1039,1098,2356,1021,2444,338,1636,2251,510,
对联营企业和合营企业的投资收益(万元),,,,-28,-17,-17,,-78,-49,-41,,-24,-17,-36,-32,2,-47,-19,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),105043,75842,22180,148052,111819,74898,19057,136238,95084,67370,19428,91806,80497,88296,50567,83600,63652,43878,
营业外收入(万元),5800,638,255,2275,1481,1036,1601,554,1370,344,642,14728,4297,11175,2721,11551,11019,10188,
营业外支出(万元),1162,164,696,2433,1648,1478,134,1215,587,523,63,1643,720,1064,278,1603,849,1244,
非流动资产处置损失(万元),,,,,,,,,75,73,,445,72,122,53,62,108,337,
利润总额(万元),109681,76316,21739,147894,111651,74456,20525,135578,95868,67191,20006,104891,84075,98408,53010,93548,73822,52822,
所得税费用(万元),224,78,-31,320,-75,-10,-40,-322,-160,-101,10,143,-21,-0,11,76,364,2579,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),109458,76238,21770,147574,111727,74466,20565,135900,96027,67293,19996,104749,84096,98408,52998,93473,73458,50243,
归属于母公司所有者的净利润(万元),109094,76199,21753,148494,112125,74626,20678,136483,96440,67529,19999,104730,84046,98421,53005,93696,73387,50316,
被合并方在合并前实现净利润(万元),,,,,,,,-483,,,,,,,,,,,
少数股东损益(万元),364,39,17,-920,-398,-160,-113,-583,-412,-236,-2,19,49,-13,-7,-223,70,-72,
基本每股收益,0.52,0.37,0.1,0.71,0.54,0.36,0.1,0.74,0.53,0.37,0.11,0.58,0.46,0.54,0.29,0.51,0.42,0.41,
稀释每股收益,0.52,0.37,0.1,0.71,0.54,0.36,0.1,0.74,0.53,0.37,0.11,0.58,0.46,0.54,0.29,0.51,0.42,0.41,
