报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),29207,18481,8351,45991,26462,16844,7720,42682,25841,15624,6897,34303,20998,43521,48273,32717,
营业收入(万元),29207,18481,8351,45991,26462,16844,7720,42682,25841,15624,6897,34303,20998,43521,48273,32717,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),24599,14776,7569,40326,24252,15302,7187,36962,21908,13373,6361,29809,19494,34667,39823,27841,
营业成本(万元),15464,9502,4676,25122,15133,9606,4639,23569,14288,8666,3830,18458,11809,22755,25518,19465,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),4001,2411,1053,5635,2982,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),140,85,49,349,183,100,56,399,220,118,44,271,153,333,333,291,
销售费用(万元),3202,1807,882,4692,2784,1814,787,4527,2461,1569,750,3560,2353,3550,4373,2771,
管理费用(万元),2053,1159,544,3347,1860,2944,1354,7663,4272,2736,1415,6816,4748,7472,8631,4453,
财务费用(万元),-261,-189,-107,-346,-252,-172,-98,-116,-37,-8,-7,-49,-68,77,124,193,
资产减值损失(万元),,,472,1526,1563,1009,448,919,704,292,328,754,498,480,845,669,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),224,141,,328,265,184,,,,,,,,281,,-58,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),4774,3335,981,7881,4054,3004,851,6726,4306,2509,591,4494,1504,9135,8450,4818,
营业外收入(万元),0,,,0,0,0,0,0,258,247,0,1126,1118,1500,1345,672,
营业外支出(万元),20,16,11,5,3,2,0,45,17,16,0,43,42,7,22,141,
非流动资产处置损失(万元),,,,,,,,,,1,,35,,4,6,65,
利润总额(万元),4754,3318,969,7876,4051,3002,851,6681,4547,2740,591,5577,2580,10628,9773,5350,
所得税费用(万元),862,598,114,660,740,528,77,930,756,484,31,705,200,1524,1720,883,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),3892,2720,855,7217,3311,2474,774,5751,3790,2256,561,4872,2380,9104,8053,4467,
归属于母公司所有者的净利润(万元),3893,2720,856,7218,3312,2475,774,5752,3791,2257,561,4873,2380,9116,7861,4520,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),-1,-1,-0,-1,-1,-1,-0,-1,-1,-1,-0,-1,-1,-12,192,-53,
基本每股收益,0.19,0.14,0.06,0.54,0.25,0.19,0.06,0.54,0.38,0.23,0.06,0.49,0.24,0.91,0.79,0.46,
稀释每股收益,0.19,0.14,0.06,0.54,0.25,0.19,0.06,0.54,0.38,0.23,0.06,0.49,0.24,0.91,0.79,0.46,
