报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),157426,99392,157590,112432,73189,118695,86220,52637,
营业收入(万元),157426,99392,157590,112432,73189,118695,86220,52637,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),142063,89518,143256,102302,66864,108330,75345,46725,
营业成本(万元),128382,80929,128820,91791,59469,96950,67486,37770,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),,,,,,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),534,345,720,486,398,600,1640,2767,
销售费用(万元),2638,1658,2755,2137,1398,1926,859,794,
管理费用(万元),7304,4561,9039,6749,4744,6279,3856,4654,
财务费用(万元),3205,2025,1921,1138,685,581,348,504,
资产减值损失(万元),,,,,170,1994,1156,237,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),90,74,8,-66,30,75,56,14,
对联营企业和合营企业的投资收益(万元),74,59,101,31,30,74,17,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),14145,8373,13796,9697,6385,10473,11004,5775,
营业外收入(万元),689,408,726,549,329,274,521,294,
营业外支出(万元),225,31,368,325,269,383,73,110,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),14608,8750,14155,9921,6445,10364,11452,5959,
所得税费用(万元),1138,652,872,641,698,551,1572,593,
未确认投资损失(万元),,,,,,,,,
净利润(万元),13471,8099,13283,9279,5747,9813,9880,5366,
归属于母公司所有者的净利润(万元),9961,6094,10266,7504,4780,9075,9977,5410,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),3510,2005,3017,1775,967,738,-96,-44,
基本每股收益,0.27,0.17,0.28,0.2,0.13,0.25,0.31,,
稀释每股收益,0.27,0.17,0.28,0.2,0.13,0.25,0.31,,
