报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),40619,20890,6828,34736,24396,15511,6145,32856,22910,14419,5820,32360,30378,25392,
营业收入(万元),40619,20890,6828,34736,24396,15511,6145,32856,22910,14419,5820,32360,30378,25392,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),34908,18066,6085,28317,19840,12971,5149,25784,18706,12478,5174,25327,24878,19550,
营业成本(万元),24493,11950,3182,15958,10973,7113,2733,14514,10143,6653,2755,14336,12887,10908,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),1993,1077,477,1992,1351,,,,984,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),313,190,83,368,314,224,84,498,352,249,84,497,392,314,
销售费用(万元),5564,3451,1533,5987,4585,2980,1272,6414,4883,3138,1358,6600,6454,5055,
管理费用(万元),2771,1494,672,2867,2266,2308,1043,3928,1764,2131,952,3622,4694,2969,
财务费用(万元),-226,-98,-14,-64,-62,-53,-41,-212,-2,-0,3,-6,9,19,
资产减值损失(万元),,,152,1209,413,399,57,642,583,307,23,277,442,284,
公允价值变动收益(万元),,,,,,,,,,,,,,,
投资收益(万元),312,296,258,920,271,50,8,59,54,49,11,72,1,39,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),6295,3340,1281,8103,4974,2664,1044,7739,4600,2145,807,7105,5501,5880,
营业外收入(万元),318,284,25,371,521,389,23,208,273,248,25,372,446,459,
营业外支出(万元),1,1,0,1,0,0,0,11,6,6,0,17,2,19,
非流动资产处置损失(万元),,,,,,,,,,,,,,1,
利润总额(万元),6612,3624,1307,8473,5495,3053,1067,7936,4867,2387,832,7460,5944,6320,
所得税费用(万元),999,607,195,1158,816,524,165,975,627,304,124,1125,601,765,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),5613,3017,1112,7314,4679,2529,902,6961,4240,2083,708,6335,5343,5556,
归属于母公司所有者的净利润(万元),5152,2897,1112,7314,4679,2529,902,6961,4240,2083,708,6335,5343,5556,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),461,120,,,,,,,,,,,,,
基本每股收益,0.3,0.17,0.09,0.62,0.4,0.22,0.1,0.99,0.43,0.3,0.1,0.9,0.79,0.93,
稀释每股收益,0.3,0.17,0.09,0.62,0.4,0.22,0.1,0.99,0.43,0.3,0.1,0.9,0.79,0.93,
