报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),204821,105704,44050,159809,112781,70336,26934,127411,98769,62020,25560,122702,61692,91753,73836,65525,
营业收入(万元),204821,105704,44050,159809,112781,70336,26934,127411,98769,62020,25560,122702,61688,91753,73836,65393,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),173357,85513,36544,133176,95117,62538,24582,108605,82821,52985,22042,104322,53895,79627,64305,60728,
营业成本(万元),154298,73937,30853,108811,77696,51249,20526,91990,71249,45623,18626,86586,45350,65301,54525,52575,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),5239,3377,1693,6596,5109,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),1525,911,453,1800,1240,730,187,1415,949,519,286,1387,537,1139,801,543,
销售费用(万元),1593,1095,484,2114,1463,1020,549,1624,1155,740,364,1022,405,875,951,686,
管理费用(万元),11097,6660,3168,12520,8970,9285,3941,14159,9901,6403,2719,14035,6953,11300,8171,6672,
财务费用(万元),-395,-467,4,364,396,7,-663,-743,-786,-407,41,1145,489,830,-98,-31,
资产减值损失(万元),,,-112,970,242,246,43,159,354,108,7,148,159,182,-45,282,
公允价值变动收益(万元),,,,,,,,-318,-553,-394,-271,318,33,16,-16,,
投资收益(万元),1274,687,303,2081,1487,1075,,-144,-68,43,43,22,,-2,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,49,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),33037,20972,8787,31239,20575,10142,2512,19324,15327,8685,3290,18720,7830,12141,9515,4797,
营业外收入(万元),1726,1408,423,460,314,202,36,608,1444,1152,336,742,545,549,348,317,
营业外支出(万元),43,8,5,393,22,20,,26,215,116,6,621,360,29,181,43,
非流动资产处置损失(万元),,,,,,,,,193,115,,573,,29,165,,
利润总额(万元),34721,22372,9205,31305,20867,10324,2548,19907,16556,9721,3620,18841,8016,12660,9682,5072,
所得税费用(万元),4709,3399,1289,3924,3126,1570,401,2503,2495,1514,581,3370,2310,3186,2817,1348,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),30012,18972,7917,27381,17741,8754,2147,17404,14061,8206,3039,15471,5706,9474,6865,3724,
归属于母公司所有者的净利润(万元),30641,19310,8208,27332,17728,8738,2157,17356,14080,8200,3017,15419,5617,9517,6899,3750,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,622,1670,1618,
少数股东损益(万元),-629,-337,-292,49,13,17,-10,48,-19,6,23,52,89,-43,-34,-26,
基本每股收益,0.66,0.42,0.23,0.77,0.5,0.25,0.06,0.65,0.53,0.31,0.11,0.61,0.24,0.4,,,
稀释每股收益,0.66,0.42,0.23,0.77,0.5,0.25,0.06,0.65,0.53,0.31,0.11,0.61,0.24,0.4,,,
