报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),671464,451141,286767,700117,466983,323207,225491,555419,289396,442270,204306,92447,
营业收入(万元),671464,451141,286767,700117,466983,323207,225491,555419,289396,442270,204306,92447,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),633291,415923,253386,666257,436430,294754,194615,517871,257363,413460,203606,95376,
营业成本(万元),475716,311934,191683,502341,330610,224664,153502,394792,199978,308725,149343,70121,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),3179,2146,1130,3412,2307,956,593,1677,,1184,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),3519,2982,2281,3215,2948,2337,1787,3101,2206,1489,576,238,
销售费用(万元),140608,92644,55140,146071,94294,62802,36175,107538,49594,91777,49746,23436,
管理费用(万元),11467,7097,3377,11347,6691,4548,2467,10166,5617,9977,3884,1662,
财务费用(万元),-1198,-880,-300,-910,-420,-552,-59,-68,-383,118,-21,-106,
资产减值损失(万元),,,76,782,,,151,667,351,189,77,25,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),542,225,103,569,396,-30,58,580,-1,187,75,148,
对联营企业和合营企业的投资收益(万元),88,51,8,-1,-26,-30,-8,-10,-1,0,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),39040,35357,33603,39785,35444,28423,31048,40726,32277,31610,776,-2780,
营业外收入(万元),458,275,152,535,382,198,108,304,169,380,780,1384,
营业外支出(万元),57,49,26,136,109,86,-0,398,325,406,9,21,
非流动资产处置损失(万元),,,,,,,,,39,,1,,
利润总额(万元),39441,35583,33729,40183,35716,28534,31156,40633,32121,31584,1547,-1417,
所得税费用(万元),9874,8938,8800,9797,8934,7708,7847,10431,8069,7934,649,-131,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),29567,26646,24929,30386,26782,20826,23309,30202,24052,23650,897,-1286,
归属于母公司所有者的净利润(万元),29567,26646,24929,30386,26782,20826,23309,30202,24052,23650,897,-1286,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
基本每股收益,0.8,0.74,0.69,0.84,0.74,0.58,0.65,0.84,0.67,0.67,0.03,,
稀释每股收益,0.8,0.74,0.69,0.84,0.74,0.58,0.65,0.84,0.67,0.67,0.03,,
