报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),28919,19312,7939,45934,32147,19733,6535,26952,12087,29823,20028,4777,19629,17711,11713,
营业收入(万元),28919,19312,7939,45934,32147,19733,6535,26952,12087,29823,20028,4777,19629,17711,11713,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),20332,13612,6074,33162,21634,12850,4835,19605,8205,21922,13998,3201,13776,13149,8152,
营业成本(万元),12791,8494,3723,20270,14053,8377,2941,11827,5494,11454,8079,2073,8203,8206,5891,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),826,521,160,1143,642,369,101,566,,1274,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),144,80,45,573,438,276,93,327,139,409,288,30,197,167,76,
销售费用(万元),5306,3462,1615,6298,4225,2711,1281,4080,1455,3943,2753,636,2723,2184,849,
管理费用(万元),1770,1282,589,3779,2357,1270,444,2444,1161,3071,2532,467,2409,2505,1107,
财务费用(万元),-505,-226,-58,-106,-80,-152,-25,-199,-78,-75,-55,-52,57,49,67,
资产减值损失(万元),,,,1205,,,,561,33,1845,401,47,188,38,161,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),62,59,9,292,132,8,38,133,96,164,257,,95,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),7914,5008,2240,13302,10254,6488,1754,7545,3978,8014,6287,1576,5948,4562,3562,
营业外收入(万元),59,39,8,141,111,35,1,126,111,140,151,30,185,669,4,
营业外支出(万元),19,15,15,0,0,0,0,5,0,1,67,8,0,0,3,
非流动资产处置损失(万元),,,,,,,,,0,,59,0,0,,1,
利润总额(万元),7955,5032,2234,13443,10365,6523,1756,7667,4089,8152,6371,1597,6133,5231,3563,
所得税费用(万元),1193,702,335,1999,1555,1028,263,1127,567,1279,962,267,930,814,550,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),6761,4330,1899,11443,8811,5494,1492,6540,3522,6874,5409,1330,5203,4416,3013,
归属于母公司所有者的净利润(万元),6761,4330,1899,11443,8811,5494,1492,6540,3522,6874,5409,1330,5203,4416,3013,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.92,0.62,0.32,1.91,1.47,0.92,0.25,1.09,0.59,1.15,0.9,0.22,0.87,,,
稀释每股收益,0.92,0.62,0.32,1.91,1.47,0.92,0.25,1.09,0.59,1.15,0.9,0.22,0.87,,,
