报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),,2100730,4474922,,2068903,3770506,3135548,1971473,
营业收入(万元),3490042,2100730,4474922,3317427,2068903,3770506,3135548,1971473,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),,1978648,4364707,,2018983,3716694,3071807,1912562,
营业成本(万元),,1954380,4303150,,1992097,3666214,3034647,1885069,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),,215,912,,411,786,1236,878,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),,4420,8320,,3870,7819,5507,4138,
销售费用(万元),,6087,26304,,9632,14430,11032,7194,
管理费用(万元),,9642,20135,,9814,19885,16692,12315,
财务费用(万元),,3904,5886,,3159,5555,1771,-832,
资产减值损失(万元),,,,,,2005,922,3799,
公允价值变动收益(万元),,-4635,2745,,2009,,,,
投资收益(万元),,-1156,-45,,-132,1752,2384,2648,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),,118090,117701,,53567,59760,68317,61559,
营业外收入(万元),,451,1216,,376,2837,935,5018,
营业外支出(万元),,469,732,,225,1452,3047,973,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),154609,118072,118186,79399,53717,61145,66206,65604,
所得税费用(万元),,29189,28434,,14114,14362,14446,15787,
未确认投资损失(万元),,,,,,,,,
净利润(万元),113139,88883,89752,60051,39604,46783,51759,49817,
归属于母公司所有者的净利润(万元),110274,86763,86461,57135,37524,44196,51459,49703,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,2120,3290,,2080,2587,300,114,
基本每股收益,,0.68,0.68,,0.3,0.34,0.41,0.39,
稀释每股收益,,0.68,0.68,,0.3,0.34,0.41,0.39,
