报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),155514,107071,50575,165470,115990,77759,38001,144001,106515,72031,37650,130543,92040,57516,9014,30005,22979,32265,27661,24428,20065,
营业收入(万元),155514,107071,50575,165470,115990,77759,38001,144001,106515,72031,37650,130543,92040,57516,9014,30005,22979,32265,27661,24428,20065,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),63090,42877,21218,68525,44594,30206,16978,65115,47683,30388,14460,49779,29160,18775,2697,11100,7861,12155,10744,7258,16596,
营业成本(万元),12980,9528,5013,12841,9900,6751,3545,13154,9517,6172,2853,5239,3420,2448,373,1069,823,1014,638,654,259,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),22942,15166,7021,28702,19677,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1012,734,356,1206,897,590,281,1082,823,561,295,951,535,360,63,208,158,281,167,62,27,
销售费用(万元),17248,11085,5503,13372,8188,5251,2749,16063,13756,8810,4661,16239,9774,5912,576,2593,1536,2738,2558,191,46,
管理费用(万元),10933,7275,3437,12267,8139,18227,9043,34683,23855,15266,7005,27689,15460,8770,2076,7849,5754,8345,7491,7168,16743,
财务费用(万元),-2025,-911,241,-2401,-2529,-744,1165,-835,-1403,-1411,-321,-1971,-1464,-672,-392,-636,-419,-221,-119,-833,-501,
资产减值损失(万元),,,,2538,321,132,195,968,1135,991,-32,1632,1435,1957,1,17,10,-2,9,16,22,
公允价值变动收益(万元),508,762,884,,,,,,,,,,,,,,,,,,,
投资收益(万元),2559,2486,841,6957,5397,3691,1661,3798,2116,915,221,-365,-336,-351,-173,-356,-195,-112,,0,,
对联营企业和合营企业的投资收益(万元),-96,971,482,625,615,573,451,1974,1459,752,248,-365,-336,-351,-173,-444,-208,-33,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),98105,69258,31675,106534,78505,52016,23012,85779,61520,42559,23411,80399,62544,38390,6144,18549,14923,19998,16916,17171,3469,
营业外收入(万元),1,1,0,8,3,6,1,258,577,235,115,1138,373,259,128,884,296,1317,923,1032,1409,
营业外支出(万元),2,1,1,19,19,4,2,23,15,9,2,11,8,7,3,47,46,57,43,221,41,
非流动资产处置损失(万元),,,,,,,,,4,3,1,1,1,1,,11,11,16,1,19,32,
利润总额(万元),98104,69258,31674,106523,78489,52019,23012,86014,62082,42785,23524,81526,62909,38643,6269,19385,15173,21258,17796,17982,4838,
所得税费用(万元),11909,9294,4583,14687,14622,9886,4224,12584,8338,6065,3436,11171,8506,4900,895,1980,1459,1905,2042,1942,1527,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),86195,59964,27091,91836,63867,42132,18788,73429,53744,36720,20087,70355,54403,33742,5375,17405,13714,19353,15754,16040,3310,
归属于母公司所有者的净利润(万元),66994,46548,21344,72297,50689,33500,15370,60971,44346,29935,16398,58546,46154,29312,5496,17498,13750,19353,15754,16040,3310,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),19201,13417,5747,19539,13178,8632,3418,12458,9398,6784,3689,11808,8248,4430,-122,-92,-36,,,,,
基本每股收益,9.34,6.48,2.99,10.12,7.09,4.68,2.16,8.53,6.2,4.17,2.3,10.97,8.65,5.49,1.03,3.28,2.58,3.63,2.86,2.14,0.44,
稀释每股收益,,,2.99,,,,2.16,,,,,,,5.49,,3.28,2.58,3.63,2.86,2.14,0.44,
