报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),260900,174378,87401,314954,229065,151925,69824,272599,205362,136401,62204,230587,173518,114530,54979,236847,178264,119552,243001,228375,210581,,
营业收入(万元),,,,,,,,,,,,,,,,,,,,,,171045,
利息收入(万元),373320,245609,126204,456700,334548,218498,119168,378914,280048,181831,88663,326889,243062,161610,82123,348611,264176,176414,353390,327333,309648,245675,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),14506,7447,3070,11471,8719,4715,2332,9585,7199,4998,2664,7865,5511,3536,1778,7017,4680,3121,6129,6710,6227,3019,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),339,158,55,511,368,197,129,517,390,262,132,594,438,278,154,508,367,244,541,608,499,498,
营业总成本(万元),168569,108919,62119,225152,147304,94141,46321,186591,131437,84643,41074,151707,104969,66322,35396,161561,111037,70694,146762,108710,106987,,
营业成本(万元),,,,,,,,,,,,,,,,,,,,,,73464,
利息支出(万元),156953,100727,47753,188270,137730,90575,53775,126384,90551,58640,30581,112564,84071,55931,30987,124833,95206,63133,122604,115508,112449,81347,
手续费及佣金支出(万元),5267,2582,1488,4267,2392,1337,630,2657,1569,862,403,1562,1190,822,393,1762,1266,743,1270,143,75,78,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,203,216,
营业税金及附加(万元),2233,1477,687,2862,2194,1506,748,2477,1860,1188,558,4349,2862,4132,3479,9925,7511,4953,10037,9249,8615,6700,
销售费用(万元),84243,60101,30046,107663,71209,46599,23292,88729,62863,40824,19805,78469,57571,37858,18064,74896,53517,30518,72799,74395,65143,57528,
管理费用(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值损失(万元),,,,114628,73902,46036,22281,95384,66714,42631,20711,68888,44537,24333,13853,76740,50009,35223,63926,25066,33026,9021,
公允价值变动收益(万元),151,-3850,3714,79,-17,87,23,12,45,-0,-0,,-8,,0,,,,,,,,
投资收益(万元),33526,27762,3374,37457,24518,19847,2506,11991,9358,8529,1616,7998,9090,5390,2133,6501,4843,3334,5987,8442,5800,2295,
对联营企业和合营企业的投资收益(万元),8275,6793,1800,,6400,,1950,,7600,,1260,5400,,,1215,,,,,,,,
汇兑收益(万元),1110,574,225,1032,843,461,68,391,238,80,112,1367,686,469,170,804,669,316,827,933,931,982,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),92331,65459,25282,89801,81761,57784,23502,86008,73925,51758,21129,78880,68548,48208,19583,75286,67227,48858,96239,119665,103594,97581,
营业外收入(万元),1548,530,260,231,193,139,143,508,470,220,307,1463,701,349,172,626,565,177,2118,4330,7976,2001,
营业外支出(万元),229,185,134,640,291,236,35,319,220,188,173,467,435,362,389,340,261,157,386,445,546,458,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,,,,,,
利润总额(万元),93650,65804,25409,89393,81663,57688,23610,86198,74175,51789,21263,79876,68814,48194,19366,75572,67530,48878,97971,123550,111024,99124,
所得税费用(万元),10638,7675,3405,8372,9197,6783,3795,12298,11677,7720,3838,13971,11556,8557,3249,14407,13045,10079,20287,26258,23914,22334,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),83013,58129,22004,81020,72466,50905,19815,73900,62498,44070,17426,65905,57258,39637,16117,61165,54485,38800,77684,97292,87110,76791,
归属于母公司所有者的净利润(万元),82774,57992,21857,80218,71905,50522,19514,73112,61856,43776,17023,65029,56258,39156,15500,60445,53549,38281,76774,96451,86368,76151,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),239,137,147,803,560,383,301,788,643,294,402,876,1000,481,616,720,936,519,910,841,741,640,
基本每股收益,0.47,0.33,0.15,0.55,0.5,0.35,0.13,0.5,0.44,0.3,0.15,0.64,0.56,0.39,0.15,0.6,0.53,0.38,0.77,0.96,0.86,0.76,
稀释每股收益,0.42,0.3,0.14,0.52,0.48,,,,,,,,0.56,0.39,,0.6,0.53,0.38,0.77,0.96,0.86,0.76,
