报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),34514,19400,10371,48837,34159,20564,10017,42496,38930,36643,
营业收入(万元),34514,19400,10371,48837,34159,20564,10017,42496,38930,36643,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),24050,13436,7240,36879,25772,16493,8097,33548,31065,27734,
营业成本(万元),18511,10025,5530,28077,19826,12112,5931,26065,22416,21307,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),1183,717,408,2064,1395,914,404,2089,2250,1556,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),132,191,79,525,402,387,194,269,481,267,
销售费用(万元),2554,1729,814,3863,2665,1741,710,3150,2829,2684,
管理费用(万元),1622,992,544,2586,1834,1374,696,2088,2858,2092,
财务费用(万元),49,-219,-135,-238,-351,-34,162,-394,129,-374,
资产减值损失(万元),,,,,,,,281,102,202,
公允价值变动收益(万元),,,,-1,-1,-1,-1,1,,,
投资收益(万元),44,,,5,5,5,,,,781,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,-101,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),11117,6663,3357,14496,8721,4545,2095,9340,8139,9714,
营业外收入(万元),223,2,0,88,82,33,2,1130,14,213,
营业外支出(万元),4,4,3,2,2,0,1,5,7,137,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),11337,6661,3354,14582,8801,4578,2096,10465,8145,9790,
所得税费用(万元),1735,996,547,2142,1370,669,379,1467,1515,1451,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),9603,5665,2807,12440,7431,3908,1717,8999,6631,8339,
归属于母公司所有者的净利润(万元),9603,5665,2807,12440,7431,3908,1717,8999,6631,8339,
被合并方在合并前实现净利润(万元),,,,,,,,,,-38,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,1.45,0.86,0.43,1.88,1.13,0.59,0.26,1.36,1,,
稀释每股收益,1.45,0.86,0.43,1.88,1.13,0.59,0.26,1.36,1,,
