报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
营业总收入(万元),170337,103409,44605,242648,178475,113173,52481,202499,130178,58530,86130,42489,39306,,
营业收入(万元),170337,103409,44605,242648,178475,113173,52481,202499,130178,58530,86130,42489,39306,,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),163896,98867,42255,232128,169682,107826,49779,192220,123449,56130,82530,40456,39508,406,
营业成本(万元),155347,94194,40181,219796,161313,102462,47016,182019,116304,53503,76793,37625,36828,,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),5398,2544,1344,7743,5263,3128,1725,6462,4245,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),163,141,49,192,96,63,19,169,78,32,38,,6,9,
销售费用(万元),1886,1164,316,2386,1564,1036,401,1587,1138,291,716,314,269,,
管理费用(万元),1167,624,268,1133,841,566,307,971,955,2150,3810,1868,2212,354,
财务费用(万元),-66,200,95,879,605,572,311,1010,787,299,925,518,297,-165,
资产减值损失(万元),,,,,,,,2,-58,-145,248,131,-104,208,
公允价值变动收益(万元),,,,,,,,-6,6,,,,,,
投资收益(万元),,,,,,,,45,12,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),6741,4559,2088,10467,8850,5309,2766,10530,6822,2472,3600,2033,-202,-406,
营业外收入(万元),104,37,2,301,,,,0,128,,56,20,,,
营业外支出(万元),2,,,9,8,,,,,,52,36,46,,
非流动资产处置损失(万元),,,,,,,,,,,,,,,
利润总额(万元),6842,4596,2090,10759,8842,5309,2766,10530,6950,2472,3605,2017,-248,-406,
所得税费用(万元),589,430,196,738,744,450,226,912,805,243,208,39,-26,,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),6254,4166,1893,10022,8097,4859,2540,9618,6145,2228,3397,1977,-222,-406,
归属于母公司所有者的净利润(万元),6254,4166,1893,10022,8097,4859,2540,9618,6145,2228,3397,1977,-222,-406,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
基本每股收益,0.24,0.18,0.08,0.42,0.34,0.21,0.11,0.43,0.29,0.11,0.16,0.09,-0.01,-0.04,
稀释每股收益,0.24,0.18,0.08,0.42,0.34,0.21,0.11,0.43,0.29,0.11,0.16,0.09,-0.01,-0.04,
