报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),202094,123741,35806,126036,102213,66677,23319,81291,60817,38838,17008,56560,43358,32574,17043,55557,38354,27583,55832,50823,39366,31841,
营业收入(万元),202094,123741,35806,126036,102213,66677,23319,81291,60817,38838,17008,56560,43358,32574,17043,55557,38354,27583,55832,50823,39366,31841,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),170739,106207,32936,117097,94056,61126,21380,73838,53803,33589,14972,50601,37528,27841,15176,49550,34124,24866,49918,45740,35117,27840,
营业成本(万元),149338,93470,29301,102853,83551,54695,19671,66027,49035,31421,14830,45502,34395,25554,13458,43226,29668,21714,43968,39779,30851,24589,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),6003,3276,1034,4193,3651,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),758,597,211,468,334,186,60,191,184,114,44,-462,-500,-569,566,1817,1269,922,1757,1650,1302,1041,
销售费用(万元),4254,2630,237,687,535,214,103,302,256,138,60,241,141,91,20,184,117,34,120,188,73,57,
管理费用(万元),7365,4427,2123,7224,4771,5830,2151,7178,4432,2550,1082,4163,3027,2429,1086,3464,2652,1648,3228,3373,2377,2052,
财务费用(万元),3021,1807,271,590,375,198,91,99,123,46,17,194,164,110,56,164,116,97,331,184,29,15,
资产减值损失(万元),,,-241,1081,839,3,-696,40,-227,-679,-1060,963,301,227,-12,694,302,452,515,565,486,85,
公允价值变动收益(万元),7,-65,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),214,214,,,,,,,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),28923,14953,2884,9005,8200,5549,1938,7995,7014,5248,2036,5959,5830,4733,1867,6007,4230,2717,5915,5083,4249,4001,
营业外收入(万元),271,44,0,6,9,39,16,562,92,63,30,5,4,3,1,489,424,340,10,5,,3,
营业外支出(万元),14,7,6,57,7,2,,0,0,,,17,14,15,,,,,20,,,2,
非流动资产处置损失(万元),,,,,,,,,,,,14,14,15,,,,,,,,2,
利润总额(万元),29180,14990,2879,8954,8202,5586,1954,8556,7105,5311,2066,5946,5820,4721,1868,6496,4653,3057,5904,5088,4249,4002,
所得税费用(万元),4225,2009,512,1736,1107,652,317,1917,1736,1249,536,412,901,731,288,900,534,366,951,567,654,638,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),24955,12981,2366,7218,7095,4934,1636,6639,5369,4062,1530,5535,4918,3990,1581,5596,4119,2691,4953,4521,3594,3364,
归属于母公司所有者的净利润(万元),24961,12982,2366,7218,7095,4934,1636,6639,5369,4062,1530,5535,4918,3990,1581,5596,4119,2691,4953,4521,3594,3364,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-6,-2,,,,,,,,,,,,,,,,,,,,,
基本每股收益,1.24,0.8,0.16,0.5,0.49,0.34,0.16,0.67,0.55,0.41,0.16,0.69,0.67,0.54,0.22,0.76,0.56,0.37,0.67,0.62,0.5,,
稀释每股收益,1.24,0.8,0.16,0.5,0.49,0.34,0.16,0.67,0.55,0.41,0.16,0.69,0.67,0.54,0.22,0.76,0.56,0.37,0.67,0.62,0.5,,
