报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),30500,18625,8752,37562,24816,16287,7505,36706,23248,15127,5899,38185,23028,14723,5627,37979,37573,32806,27682,
营业收入(万元),30500,18625,8752,37562,24816,16287,7505,36706,23248,15127,5899,38185,23028,14723,5627,37979,37573,32806,27682,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),26727,16511,7563,32331,21512,13990,6232,29753,18930,12656,4799,30719,18879,12240,4549,30697,30269,26466,22940,
营业成本(万元),15914,9654,4602,18299,11741,7561,3717,15537,9974,6592,2491,16228,10139,6370,2423,16170,15949,13889,11794,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),526,288,218,651,499,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),405,271,110,660,369,261,77,670,307,265,24,627,297,174,37,496,514,477,409,
销售费用(万元),8099,5054,2178,10458,7284,4810,1911,10810,6726,4566,1776,11478,6645,4571,1656,11189,11175,9534,8410,
管理费用(万元),1908,1331,498,2105,1586,1361,552,2795,1943,1253,428,2145,1653,1056,394,2138,2045,1885,1787,
财务费用(万元),-124,-86,-31,-74,-58,-55,-25,-52,-24,17,30,226,134,97,49,201,226,290,365,
资产减值损失(万元),,,-13,232,93,51,-1,-7,5,-36,50,16,11,-28,-10,503,360,392,174,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),494,471,114,1142,656,411,,381,,,,11,7,2,2,46,52,142,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),4248,2477,1309,6506,3976,2719,1273,7377,4341,2470,1099,7476,4156,2484,1080,7328,7356,6482,4742,
营业外收入(万元),8,7,1,359,138,132,6,21,17,17,7,214,61,15,5,41,45,120,26,
营业外支出(万元),36,19,10,35,18,9,3,63,63,58,,0,0,0,0,32,4,17,,
非流动资产处置损失(万元),,,,,,,,,58,56,,,0,,0,,,,,
利润总额(万元),4220,2466,1300,6829,4095,2843,1276,7334,4294,2429,1106,7690,4216,2499,1085,7337,7397,6584,4768,
所得税费用(万元),751,455,219,1053,668,464,210,1016,659,376,166,1167,668,379,163,1116,1123,1002,728,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),3469,2012,1081,5776,3428,2378,1066,6318,3635,2053,940,6523,3549,2120,922,6221,6274,5582,4040,
归属于母公司所有者的净利润(万元),3233,1921,1030,5563,3284,2301,1023,6302,3635,2053,940,6523,3549,2120,922,6221,6274,5582,4040,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),237,90,51,214,144,77,43,16,,,,,,,,,,,,
基本每股收益,0.32,0.19,0.1,0.56,0.33,0.23,0.1,0.69,0.41,0.25,0.13,0.87,0.47,0.28,0.12,0.83,0.84,0.77,0.61,
稀释每股收益,0.32,0.19,0.1,0.56,0.33,0.23,0.1,0.69,0.41,0.25,0.13,0.87,0.47,0.28,0.12,0.83,0.84,0.77,0.61,
