报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),50241,31740,11053,77136,53038,37332,13781,74250,51963,33604,12753,63089,40793,28593,9934,39767,46285,49372,49149,
营业收入(万元),50241,31740,11053,77136,53038,37332,13781,74250,51963,33604,12753,63089,40793,28593,9934,39767,46285,49372,49149,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),49105,31803,11628,72169,48939,33801,12509,66677,46836,29677,10921,56070,36278,25441,9057,36083,41847,44030,45300,
营业成本(万元),38675,24792,8285,58851,40222,28434,10398,56074,39890,25999,9621,48595,31531,22227,7469,29242,33569,36625,38592,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),2278,1522,987,2451,2278,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),54,27,18,180,254,182,156,651,310,174,91,563,388,361,231,987,1253,1462,1344,
销售费用(万元),,,,,,,,,,,,,,,,,,,,
管理费用(万元),6632,4472,2152,8471,5612,5125,2273,8060,5991,3292,1410,5770,3572,2063,1168,4587,5562,5365,4457,
财务费用(万元),1467,991,504,1313,686,287,154,861,669,510,167,576,439,282,147,711,760,453,379,
资产减值损失(万元),,,-318,903,-113,-226,-472,1031,-23,-298,-368,566,348,508,41,556,702,125,529,
公允价值变动收益(万元),,5,,,,,,,,,,,,,,,,,,
投资收益(万元),620,529,202,1101,555,318,159,250,1,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,-3,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),2186,761,-373,6141,4653,3848,1433,7821,5127,3927,1832,7019,4516,3151,877,3683,4439,5342,3849,
营业外收入(万元),1,1,3,6,6,6,,312,105,,,100,75,0,,69,42,121,175,
营业外支出(万元),,,,,,,,94,3,1,,58,56,56,0,51,5,2,8,
非流动资产处置损失(万元),,,,,,,,,2,1,,58,56,56,,46,5,2,8,
利润总额(万元),2188,762,-370,6147,4659,3854,1433,8040,5229,3926,1832,7061,4535,3096,877,3701,4476,5460,4016,
所得税费用(万元),-115,-117,84,536,446,403,54,1191,673,573,249,993,640,451,163,554,607,750,506,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),2302,879,-455,5610,4213,3451,1378,6849,4556,3353,1583,6068,3895,2644,837,3147,3869,4710,3510,
归属于母公司所有者的净利润(万元),2303,880,-455,5610,4213,3451,1378,6849,4556,3353,1583,6068,3895,2644,837,3147,3869,4710,3510,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-0,-0,,-0,,,,,,,,,,,,,,,,
基本每股收益,0.11,0.04,-0.02,0.28,0.21,0.17,0.07,0.39,0.3,0.22,,0.4,0.26,0.17,,0.21,0.25,0.31,0.23,
稀释每股收益,0.11,0.04,-0.02,0.28,0.21,0.17,0.07,0.39,0.3,0.22,,0.4,0.26,0.17,,0.21,0.25,0.31,0.23,
