报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),48477,29378,13544,44839,31972,19134,10049,49927,36306,22205,11939,49441,37538,24732,13970,46847,34386,47359,47104,27379,15094,
营业收入(万元),48477,29378,13544,44839,31972,19134,10049,49927,36306,22205,11939,49441,37538,24732,13970,46847,34386,47359,47104,27379,15094,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),35045,20980,9556,37421,26734,16950,8271,32549,19732,12025,5316,26066,17181,10148,5154,23594,16940,20038,14178,8821,5585,
营业成本(万元),8245,4775,2263,7802,5697,3334,1650,4334,2829,1722,815,3554,2600,1351,599,2316,1764,1714,1254,688,385,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),8287,5315,2414,9637,6767,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),430,273,82,362,158,91,8,197,148,70,50,344,252,166,100,431,330,925,1609,950,615,
销售费用(万元),12043,6585,2513,11763,10340,6337,3068,10490,7349,3942,1615,5644,4300,2817,1596,6652,4917,7272,5048,3799,2830,
管理费用(万元),6572,4362,2513,7871,4421,7564,3651,18337,12663,8334,3729,15867,10852,6414,3232,15240,10807,10788,7057,4033,1654,
财务费用(万元),-531,-330,-168,-796,-695,-434,-67,-1485,-2762,-1651,-1111,-1327,-768,-527,-343,-1195,-892,-1412,-810,-507,-43,
资产减值损失(万元),,,-61,782,47,58,-39,677,-494,-391,218,1984,-55,-74,-29,150,15,752,19,-142,144,
公允价值变动收益(万元),309,177,321,-266,-194,-76,23,-776,-562,-461,-149,82,,,,,,,,,,
投资收益(万元),2447,1619,448,5658,4148,3421,842,2679,-118,-7,,333,,,,,,-75,-140,-6,,
对联营企业和合营企业的投资收益(万元),-218,-164,5,-419,837,-63,22,-202,-118,,,-59,,,,,,-75,-140,-6,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),16235,10343,4898,13213,9211,5546,2656,19660,15895,9711,6474,23790,20357,14584,8816,23253,17446,27246,32785,18552,9509,
营业外收入(万元),1,0,0,0,6,0,1,48,658,92,9,3027,1377,1079,214,1331,397,2735,787,147,15,
营业外支出(万元),160,110,0,5,3,1,,150,118,4,0,146,138,60,57,31,31,,2,10,,
非流动资产处置损失(万元),,,,,,,,,0,0,,,,,,1,1,,2,,,
利润总额(万元),16076,10233,4898,13208,9214,5545,2657,19558,16435,9798,6483,26671,21596,15603,8973,24553,17811,29981,33571,18689,9523,
所得税费用(万元),2057,1809,890,1064,910,735,503,3447,2222,1181,712,1605,2061,1584,871,3148,2304,2667,3177,2149,-13,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),14019,8424,4008,12144,8304,4810,2154,16111,14213,8617,5770,25065,19535,14018,8103,21405,15507,27314,30393,16540,9537,
归属于母公司所有者的净利润(万元),14157,8535,4081,12967,8884,5180,2333,16451,14261,8609,5845,25609,19773,14197,8127,21750,15782,27325,30393,16540,9537,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-138,-110,-73,-823,-580,-370,-179,-341,-48,8,-75,-544,-239,-178,-24,-344,-275,-11,,,,
基本每股收益,0.59,0.36,0.17,0.54,0.37,0.22,0.1,0.69,0.59,0.36,0.24,1.35,1.1,0.79,0.45,1.21,0.88,1.52,1.69,0.92,,
稀释每股收益,0.59,0.36,0.17,0.54,0.37,0.22,0.1,0.69,0.59,0.36,0.24,1.35,1.1,0.79,0.45,1.21,0.88,1.52,1.69,0.92,,
