报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),79352,52277,109228,81105,52222,96024,47669,75623,73842,75461,
营业收入(万元),79352,52277,109228,81105,52222,96024,47669,75623,73842,75461,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),69536,45354,93102,68679,44679,86345,42812,69159,65503,68763,
营业成本(万元),58337,37739,78651,59185,38192,72533,36314,58692,55472,57749,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),4406,3192,5075,3435,2315,4276,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),483,357,836,638,436,791,340,622,312,413,
销售费用(万元),2601,1644,3981,2780,1821,3252,1587,2382,2260,2177,
管理费用(万元),4200,2571,5529,3815,2432,4516,4092,7579,7557,7701,
财务费用(万元),-490,-150,-1207,-1174,-711,870,325,-371,-346,398,
资产减值损失(万元),,,237,,193,106,155,255,248,326,
公允价值变动收益(万元),,,,,,,,,,,
投资收益(万元),,,,,,,,,0,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),11357,8131,17602,12873,8070,10592,4942,6465,8339,6698,
营业外收入(万元),4,4,145,44,4,15,3,3017,1051,1256,
营业外支出(万元),30,14,100,49,20,28,10,48,73,88,
非流动资产处置损失(万元),,,,,,,1,2,28,4,
利润总额(万元),11331,8121,17647,12868,8053,10579,4935,9433,9317,7866,
所得税费用(万元),1358,972,2418,1827,984,1496,682,1580,1605,972,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),9973,7150,15229,11042,7069,9083,4253,7853,7713,6894,
归属于母公司所有者的净利润(万元),9826,7109,14945,10812,6908,9010,4282,7769,7353,6387,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),147,41,284,230,161,73,-29,84,360,507,
基本每股收益,0.59,0.46,0.96,0.69,0.44,0.58,0.27,0.5,0.47,0.41,
稀释每股收益,0.59,0.46,0.96,0.69,0.44,0.58,0.27,0.5,0.47,0.41,
