报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),84981,55089,25630,113827,63572,40171,19015,93520,53248,35610,15996,59146,38084,18226,40479,37547,42865,
营业收入(万元),84981,55089,25630,113827,63572,40171,19015,93520,53248,35610,15996,59146,38084,18226,40479,37547,42865,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),65759,43562,20075,84853,47060,31321,13728,66268,38663,27355,11952,42970,30443,15735,34585,33282,33040,
营业成本(万元),47430,31283,14041,59587,33017,21243,10447,49605,27751,19279,9631,32663,21136,10870,24223,22409,22404,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),5204,3749,1673,5996,3110,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),830,611,284,1352,571,407,218,873,523,379,190,636,423,194,710,656,1578,
销售费用(万元),2102,1412,718,2569,1460,901,379,1946,1159,767,232,1743,849,545,1404,1179,1253,
管理费用(万元),8536,5329,2448,7721,4913,4935,2139,10000,6413,4215,1682,7942,6733,2816,6022,6795,6664,
财务费用(万元),1658,1178,755,520,113,171,217,628,431,288,217,225,169,115,255,417,438,
资产减值损失(万元),,,158,7109,3876,3665,329,3216,2385,2427,,-240,1133,1194,1972,1826,703,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),763,867,71,748,502,414,128,-159,-113,-70,,53,40,-8,58,61,-349,
对联营企业和合营企业的投资收益(万元),-7,-12,,-280,-35,-35,,-159,-113,-70,,53,40,-8,12,6,-153,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),18284,10882,5630,32814,19907,12159,5415,27377,14512,8187,4044,16229,7681,2483,5952,4327,9476,
营业外收入(万元),147,44,8,2148,121,24,5,4,3,1,4,28,24,23,44,243,4317,
营业外支出(万元),16,12,,7,0,2,0,29,6,6,0,48,23,56,4,51,96,
非流动资产处置损失(万元),,,,,,,,,6,6,,47,23,23,3,0,94,
利润总额(万元),18415,10914,5638,34954,20028,12181,5420,27352,14510,8182,4048,16209,7682,2450,5992,4518,13697,
所得税费用(万元),3055,1866,974,4774,2509,1654,924,4326,2418,1379,646,3238,1380,389,997,798,2265,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),15360,9048,4664,30180,17520,10527,4495,23026,12092,6803,3402,12972,6302,2061,4995,3720,11432,
归属于母公司所有者的净利润(万元),15261,8946,4661,30163,17520,10527,4495,23026,12092,6803,3402,12972,6302,2061,4995,3720,11432,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),98,103,2,17,,,,,,,,,,,,,,
基本每股收益,0.8,0.47,0.34,2.32,1.12,0.81,0.62,4.26,2.24,1.26,0.63,2.4,1.17,0.38,1.06,0.83,2.54,
稀释每股收益,0.8,0.47,0.34,2.32,1.12,0.81,0.62,4.26,2.24,1.26,0.63,2.4,1.17,0.38,1.06,0.83,2.54,
