报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),34816,19708,8112,46935,28590,16710,5531,42297,28978,18773,6516,41550,28223,15624,2437,36146,32409,25929,19454,
营业收入(万元),34816,19708,8112,46935,28590,16710,5531,42297,28978,18773,6516,41550,28223,15624,2437,36146,32409,25929,19454,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),33385,19082,8039,43539,26974,15820,5759,39421,27630,18018,6376,38227,26516,14995,3023,33490,29781,23750,18346,
营业成本(万元),28427,15659,6248,37517,22955,13283,4812,32517,22773,14910,5051,32695,22642,12456,1907,28188,25233,20195,15203,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),770,549,322,1262,784,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),197,136,70,278,193,137,30,285,212,131,56,137,41,18,59,286,67,399,291,
销售费用(万元),1137,755,355,1198,736,411,183,1301,864,601,259,1351,924,615,239,1361,1360,1042,825,
管理费用(万元),2460,1686,891,3330,2445,2187,1056,4163,3316,2020,926,3349,2446,1556,745,3111,2786,2257,1709,
财务费用(万元),393,296,82,353,263,154,127,320,147,77,64,640,383,259,73,355,230,-106,263,
资产减值损失(万元),,,71,-399,-402,-351,-449,836,318,279,21,56,79,91,,189,105,-36,55,
公允价值变动收益(万元),-103,-2,51,-296,-231,-120,,,,,,,,0,,0,0,0,0,
投资收益(万元),157,12,-17,84,-154,-98,-104,13,-63,-47,-9,-15,3,7,,7,0,0,0,
对联营企业和合营企业的投资收益(万元),157,12,-17,84,-154,-98,-104,13,-63,-47,-9,-23,-4,0,,0,0,0,0,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),1704,764,145,3732,1665,817,-242,3973,1368,709,132,3308,1711,636,-586,2663,2628,2179,1108,
营业外收入(万元),23,15,8,61,58,48,48,340,1111,1075,232,951,575,210,39,1030,813,370,323,
营业外支出(万元),18,15,2,149,25,16,13,244,19,18,5,76,70,58,1,31,59,34,2,
非流动资产处置损失(万元),,,,,,,,,0,0,,2,0,0,,3,12,9,0,
利润总额(万元),1709,765,151,3643,1698,849,-207,4069,2461,1767,359,4182,2216,788,-548,3662,3382,2514,1429,
所得税费用(万元),50,-93,23,530,238,107,-31,568,311,207,52,498,196,-22,,415,460,385,190,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),1659,858,128,3113,1460,742,-176,3501,2150,1560,308,3684,2021,810,-548,3246,2923,2129,1239,
归属于母公司所有者的净利润(万元),1659,858,128,3113,1460,742,-176,3501,2150,1560,308,3684,2021,810,-548,3246,2923,2129,1239,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
基本每股收益,0.08,0.04,0.01,0.15,0.07,0.04,-0.02,0.32,0.2,0.18,0.04,0.57,0.24,0.12,-0.08,0.5,0.45,,,
稀释每股收益,0.08,0.04,0.01,0.15,0.07,0.04,-0.02,0.32,0.2,0.18,0.04,0.57,0.24,0.12,-0.08,0.5,0.45,,,
