报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,
营业总收入(万元),27989587,17050835,8012115,41537770,28392577,15899423,7769490,35454385,21494683,13672047,6486224,27271265,27279999,
营业收入(万元),27989587,17050835,8012115,41537770,28392577,15899423,7769490,35454385,21494683,13672047,6486224,27271265,27279999,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),26915686,16491453,7688603,39549619,27191161,15221962,7447030,33496605,20368349,13028430,6169689,25539586,25568406,
营业成本(万元),25909538,15889767,7356972,37948598,26079404,14603894,7136896,31858197,19298187,12410063,5862429,24367247,24415724,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),659271,378308,172759,899888,609008,,,,490961,,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),27251,18658,13023,45603,24623,15075,7466,54001,32808,22075,11576,47479,33656,
销售费用(万元),124090,70380,37456,179113,152341,77755,35897,179282,136915,79564,37521,164928,158603,
管理费用(万元),253576,171983,115941,435196,328813,505494,220946,1242567,324928,458937,225216,910599,885319,
财务费用(万元),-58040,-37642,-11337,-32410,-19694,13103,52517,85515,46543,34272,20975,18012,-1456,
资产减值损失(万元),,,32046,73631,16666,6641,-6693,77043,38008,23519,11972,31322,76561,
公允价值变动收益(万元),-3822,2204,1868,-12,,-28423,,,0,,,,,
投资收益(万元),1221,457,-845,-42016,-43091,-2719,326,1810,-763,-726,-419,-498,959,
对联营企业和合营企业的投资收益(万元),-160,-244,-10,-167,-307,-326,-77,-1012,0,-1032,-246,-909,-373,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),1131600,590258,340038,2008263,1179409,660264,323979,1995713,1137685,642239,314397,1726953,1718766,
营业外收入(万元),5926,2320,1517,3810,3895,1698,1296,8831,3458,2916,1515,29668,34303,
营业外支出(万元),3932,2534,416,4924,483,431,224,418,406,152,100,739,1401,
非流动资产处置损失(万元),,,,,,,,,,,,,,
利润总额(万元),1133593,590045,341139,2007149,1182821,661531,325052,2004127,1140737,645004,315811,1755882,1751668,
所得税费用(万元),115141,42299,53823,316393,206983,116893,59753,382134,202209,116346,61859,316864,316657,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),1018452,547746,287316,1690756,975839,544638,265299,1621993,938528,528658,253953,1439018,1435011,
归属于母公司所有者的净利润(万元),1018485,547789,287372,1690231,975609,544410,265323,1586761,950052,532498,253819,1436570,1435034,
被合并方在合并前实现净利润(万元),,,,,,,,1614299,,,253953,1439018,1435011,
少数股东损益(万元),-33,-44,-56,525,230,228,-24,35232,-11524,-3840,134,2448,-24,
基本每股收益,0.52,0.28,0.15,0.9,0.53,0.3,0.15,0.95,0,,,,,
稀释每股收益,0.52,0.28,0.15,0.9,0.53,0.3,0.15,0.95,0,,,,,
