报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),28829,19266,10223,34354,25228,16348,6637,41841,33575,21224,7697,39184,18290,30655,28015,24574,
营业收入(万元),28829,19266,10223,34354,25228,16348,6637,41841,33575,21224,7697,39184,18290,30655,28015,24574,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),27641,18141,9894,34311,25466,15705,6786,38133,29689,18987,7821,34102,15529,26481,24968,22508,
营业成本(万元),20639,13458,7296,25206,18765,12024,4766,28789,22572,14384,5346,24818,11081,19810,18200,16760,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),1545,1040,468,1737,1255,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),197,108,70,227,102,39,,341,260,156,,321,158,211,206,161,
销售费用(万元),1890,1369,964,3337,2341,1369,988,3335,2676,1575,1295,3018,1472,2170,1727,1579,
管理费用(万元),3136,1944,927,3257,2419,2198,968,5080,3457,2360,1079,5116,2408,4173,3322,3080,
财务费用(万元),234,223,168,-20,-93,-48,25,178,200,132,55,100,29,272,526,575,
资产减值损失(万元),,,0,568,677,124,27,411,524,379,11,729,379,-156,987,353,
公允价值变动收益(万元),,,,-67,,,,,,,,,,,,,
投资收益(万元),475,328,148,461,469,264,98,,,,,,,,141,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),2314,2101,872,1808,747,1248,56,5090,4580,2932,462,5082,2761,4173,3189,2066,
营业外收入(万元),382,332,2,16,736,707,94,425,352,220,220,171,93,406,639,149,
营业外支出(万元),32,13,8,19,26,26,6,16,15,11,3,44,32,33,63,63,
非流动资产处置损失(万元),,,,,,,,,,3,,4,4,,29,21,
利润总额(万元),2664,2420,866,1805,1457,1928,144,5499,4917,3141,679,5208,2823,4547,3765,2152,
所得税费用(万元),207,250,131,170,103,238,22,821,668,466,125,708,389,645,521,294,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),2457,2169,735,1635,1354,1690,123,4678,4249,2675,553,4500,2434,3902,3244,1858,
归属于母公司所有者的净利润(万元),1994,1819,617,1444,1354,1690,123,4678,4249,2675,553,4500,2434,3902,3246,1860,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),462,351,118,191,,,,,,,,,,,-2,-2,
基本每股收益,0.29,0.27,0.09,0.21,0.2,0.25,0.02,0.87,0.83,0.52,0.11,0.88,0.48,0.79,0.67,0.38,
稀释每股收益,0.29,0.27,0.09,0.21,0.2,0.25,0.02,0.87,0.83,0.52,0.11,0.88,,0.79,0.67,0.38,
