报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),262715,173006,70769,533980,343748,218232,64062,706615,182435,405311,185806,61452,
营业收入(万元),262715,173006,70769,533980,343748,218232,64062,706615,182435,405311,185806,61452,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),234510,159951,76499,470856,296711,196591,69340,610557,155292,337902,175600,59395,
营业成本(万元),135187,93160,45615,339374,195348,132598,39182,474612,93762,247585,115143,28614,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),416,284,147,708,445,326,247,458,156,485,481,232,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),1390,1019,371,1853,1483,1106,819,4512,1707,2415,1429,14,
销售费用(万元),3210,1860,974,4185,3303,2086,1055,2980,1481,1280,180,,
管理费用(万元),22363,13652,6334,29170,20764,14205,6279,26312,12859,25597,15953,12758,
财务费用(万元),71944,49976,23057,95566,70995,46271,21758,94643,43407,57761,41967,17545,
资产减值损失(万元),,,,,,,,7040,1921,2779,446,230,
公允价值变动收益(万元),,,,,,,,1477,1258,-3951,2474,,
投资收益(万元),8829,6190,1046,11321,-340,2744,-2036,1932,-841,-9,1677,1269,
对联营企业和合营企业的投资收益(万元),4206,2567,1046,3042,2094,957,368,1461,976,1358,1645,1191,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),47349,25465,-1631,82821,58361,27991,-6361,108378,30996,74715,14357,3327,
营业外收入(万元),826,425,365,485,225,4,2,155,59,291,2852,1139,
营业外支出(万元),1876,693,179,4591,4607,2774,836,6140,752,882,347,1066,
非流动资产处置损失(万元),,,,,,,,,,,,,
利润总额(万元),46298,25196,-1445,78714,53979,25221,-7195,102394,30304,74124,16862,3400,
所得税费用(万元),5365,2847,850,5260,3460,1096,212,11350,843,4613,1194,19,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),40934,22349,-2295,73454,50519,24125,-7407,91044,29461,69512,15668,3381,
归属于母公司所有者的净利润(万元),40182,21863,-2430,72870,49788,23652,-7481,90206,29011,68702,14558,2225,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),752,486,135,584,731,472,74,839,449,810,1110,1156,
基本每股收益,0.17,0.1,-0.01,0.34,0.23,0.11,-0.03,0.45,0.15,0.34,0.07,0.01,
稀释每股收益,0.17,0.1,-0.01,0.34,0.23,0.11,-0.03,0.45,0.15,0.34,0.07,0.01,
