报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),82249,51738,24999,127230,100908,67012,29418,128087,92272,59599,24859,100801,76390,51735,23836,99139,74323,52213,101394,88204,98040,107943,
营业收入(万元),82249,51738,24999,127230,100908,67012,29418,128087,92272,59599,24859,100801,76390,51735,23836,99139,74323,52213,101394,88204,98040,107943,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),77888,49226,24033,118641,93025,62189,27736,118161,84779,54967,23572,96280,72783,49279,22926,94177,70793,49483,93650,85513,87248,102254,
营业成本(万元),64803,40581,20071,96789,77829,51826,22542,96098,69394,44773,18581,74502,56725,38226,17838,71643,53814,38134,72110,66038,66617,69927,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4511,2665,1326,5583,4438,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1009,674,477,1713,1293,850,341,1289,720,420,41,1207,498,324,86,820,630,457,767,616,814,447,
销售费用(万元),5590,3690,1509,7930,5777,3779,2168,8591,6356,4442,2061,7299,5490,3569,1678,7928,6027,4155,7905,7967,8843,11657,
管理费用(万元),2458,1672,890,3592,2627,5039,2195,8735,6303,4038,1910,7928,6190,3984,2002,8657,6650,4312,8926,8499,8341,18965,
财务费用(万元),-483,-55,88,69,103,160,271,1023,808,581,291,1334,1106,714,366,1913,1516,686,1347,83,1647,1247,
资产减值损失(万元),,,-329,2964,958,536,219,2426,1199,713,688,4011,2773,2461,955,3195,2117,1523,2369,1956,986,-51,
公允价值变动收益(万元),,,,,,,,,,,,,,,,87,-39,-217,266,-353,,91,
投资收益(万元),304,183,125,121,,,,,,,,,,,,-107,,,-493,,,-153,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,-386,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),4312,2484,1301,9644,8532,5214,1917,10926,7532,4671,1286,4521,3607,2457,910,4962,3530,2730,7744,2690,10793,5689,
营业外收入(万元),1524,1509,1,1202,1016,1007,5,1401,1657,1482,172,2142,1957,1762,167,2883,2716,2530,2568,1877,1198,1427,
营业外支出(万元),-333,-311,-118,-1072,-145,6,120,161,723,628,121,-263,-22,-154,-173,878,973,800,913,446,1370,367,
非流动资产处置损失(万元),,,,,,,,,16,16,16,1,0,,,1,1,1,,,5,8,
利润总额(万元),6170,4304,1420,11918,9692,6215,1801,12166,8467,5525,1337,6926,5587,4373,1250,6967,5273,4460,9399,4122,10621,6749,
所得税费用(万元),1013,782,340,1699,1431,893,359,1789,921,660,203,519,433,465,258,1062,847,1600,1225,559,1492,2589,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),5157,3522,1080,10219,8261,5322,1442,10377,7546,4866,1134,6407,5154,3908,992,5905,4427,2860,8175,3563,9129,4159,
归属于母公司所有者的净利润(万元),5157,3522,1080,10151,8193,5251,1384,10292,7535,4852,1109,6328,5093,3865,974,5842,4423,2875,8157,3588,9175,4166,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,-96,
少数股东损益(万元),,,,68,68,71,58,84,11,14,24,79,61,42,18,63,4,-15,17,-25,-46,-6,
基本每股收益,0.1,0.07,0.02,0.19,0.16,0.1,0.03,0.2,0.14,0.09,0.02,0.13,0.11,0.08,0.02,0.12,0.09,0.06,0.17,0.08,0.2,,
稀释每股收益,0.1,0.07,0.02,0.19,0.16,0.1,0.03,0.2,0.14,0.09,0.02,0.13,0.11,0.08,0.02,0.12,0.09,0.06,0.17,0.08,0.2,,
