报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),20870,15509,8995,23934,17838,12433,7312,28350,24415,19115,9815,28178,21984,16975,34733,22820,35986,43043,34327,
营业收入(万元),20870,15509,8995,23934,17838,12433,7312,28350,24415,19115,9815,28178,21984,16975,34733,22820,35986,43043,34327,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),20966,15537,8966,23236,17013,11624,6726,24501,20728,15950,8201,23883,18314,13841,30952,19577,33207,39424,31837,
营业成本(万元),18423,13686,8000,20026,14687,10050,5877,20310,17226,13374,6987,19352,14873,11335,25427,16893,27446,32888,26679,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),690,494,252,753,553,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),225,165,92,272,184,122,60,426,367,306,131,385,195,159,299,227,238,83,42,
销售费用(万元),760,571,298,889,615,419,161,1101,889,702,280,1267,932,724,1681,1017,1525,1772,1468,
管理费用(万元),820,580,290,1117,1338,917,469,2512,2016,1412,629,2657,2103,1468,3017,1036,2974,3419,2758,
财务费用(万元),48,41,21,81,57,36,23,125,92,72,38,224,170,113,555,305,916,1234,933,
资产减值损失(万元),,,13,98,132,80,136,26,138,82,136,-2,42,42,-27,98,109,28,-42,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),352,205,56,648,444,140,103,,,,,,,,1288,1288,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),358,237,115,1448,1350,1010,710,3935,3688,3165,1614,4295,3670,3134,5069,4531,2779,3619,2490,
营业外收入(万元),116,114,101,1797,1797,1797,150,759,810,69,38,146,94,41,1795,728,300,192,263,
营业外支出(万元),5,5,5,9,5,5,5,23,17,16,13,51,42,39,90,84,5,14,13,
非流动资产处置损失(万元),,,,,,,,,3,3,,23,23,23,35,-461,0,2,-3,
利润总额(万元),469,346,211,3236,3142,2802,854,4671,4481,3219,1639,4390,3722,3136,6774,5175,3074,3797,2740,
所得税费用(万元),6,10,29,423,433,398,106,661,618,441,229,613,539,440,774,584,380,626,646,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),463,336,182,2813,2709,2405,748,4010,3863,2778,1410,3777,3183,2697,6000,4591,2694,3171,2094,
归属于母公司所有者的净利润(万元),463,336,182,2813,2709,2405,748,4010,3863,2778,1410,3777,3183,2697,6000,4591,2694,3171,2094,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
基本每股收益,0.07,0.05,0.03,0.42,0.41,0.36,0.11,0.7,0.72,0.56,0.28,0.76,0.64,0.54,1.2,0.92,0.54,0.63,0.42,
稀释每股收益,0.07,0.05,0.03,0.42,0.41,0.36,0.11,0.7,0.72,0.56,0.28,0.76,0.64,0.54,1.2,0.92,0.54,0.63,0.42,
