报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),27483,16580,3146,44849,26838,16090,6905,56181,32885,19830,5304,52958,31996,17220,3981,48150,23384,43575,41869,33964,
营业收入(万元),27483,16580,3146,44849,26838,16090,6905,56181,32885,19830,5304,52958,31996,17220,3981,48150,23384,43575,41869,33964,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),26266,16126,3999,44167,25212,15160,6763,51237,29034,18820,5451,49437,29541,16495,4433,44930,22851,39768,38606,31950,
营业成本(万元),18551,11014,2179,32546,19301,11247,4972,38563,23059,14840,3874,39379,23353,12579,2730,33871,16357,28875,29221,25036,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),850,576,249,1776,926,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),207,142,21,405,241,172,63,577,304,170,47,310,126,56,115,1397,696,1172,1176,1052,
销售费用(万元),2872,1994,624,3717,1966,1299,461,4093,1920,1335,262,3834,2524,1510,439,3981,2293,3325,2756,2183,
管理费用(万元),3053,1920,855,3129,2034,2032,1051,5416,3070,2209,1129,4423,2903,1896,959,3999,2706,4733,4257,2819,
财务费用(万元),733,480,199,791,589,401,217,617,442,304,141,827,603,465,191,1022,746,1124,967,580,
资产减值损失(万元),,,-128,1804,155,9,,1971,240,-38,,665,32,-12,,661,52,539,229,280,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),1750,749,-729,1679,2127,1113,292,5589,4296,1405,-148,3521,2455,725,-453,3220,533,3807,3264,2015,
营业外收入(万元),51,22,10,0,150,179,4,223,108,61,211,1190,920,420,548,1073,507,516,375,50,
营业外支出(万元),17,4,4,4,3,3,3,50,70,8,,43,43,43,,5,,13,96,22,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,5,,13,1,22,
利润总额(万元),1784,768,-723,1676,2274,1289,293,5762,4334,1459,63,4669,3332,1102,95,4288,1041,4309,3543,2042,
所得税费用(万元),345,213,29,107,374,344,95,889,744,315,67,666,506,186,51,601,163,651,532,385,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),1439,555,-751,1569,1900,946,198,4873,3590,1144,-3,4003,2826,915,45,3687,878,3658,3011,1658,
归属于母公司所有者的净利润(万元),1439,555,-751,1569,1900,946,198,4873,3590,1144,-3,4003,2826,915,45,3687,878,3658,3011,1658,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.12,0.05,-0.06,0.13,0.16,0.08,0.02,0.41,0.3,0.1,0,0.44,0.31,0.1,0,0.4,0.1,0.44,,,
稀释每股收益,0.12,0.05,-0.06,0.13,0.16,0.08,0.02,0.41,0.3,0.1,0,0.44,0.31,0.1,0,0.4,0.1,0.44,,,
