报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),208010,132779,64192,236125,155985,104154,50312,178303,121313,83379,45356,162337,101932,164521,174010,142987,
营业收入(万元),208010,132779,64192,236125,155985,104154,50312,178303,121313,83379,45356,162337,101932,164521,174010,142987,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),177022,110136,52221,198349,134613,89011,42140,156073,107830,73947,39227,147090,94081,149752,155294,121657,
营业成本(万元),75193,45441,23219,84944,57490,39388,18564,68228,45245,31204,16234,61756,37907,59458,63935,48004,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),4732,2895,1350,5125,3536,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),1877,1195,588,2556,1519,1033,534,2355,1590,1185,588,1899,963,2139,2244,1870,
销售费用(万元),82024,52321,22860,88603,60601,39194,18175,63586,44418,29998,17048,61997,39799,69643,68074,57331,
管理费用(万元),14218,8924,4445,17153,10171,8314,4347,19388,14470,9972,4585,18003,13225,17147,17928,13392,
财务费用(万元),-1023,-641,-385,-1265,345,133,105,1643,1410,935,420,1981,1482,1664,1199,698,
资产减值损失(万元),,,144,1233,951,949,415,873,697,653,352,1454,704,-299,1914,362,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),-30,-8,-83,13,1209,640,179,37,34,34,,58,,39,535,157,
对联营企业和合营企业的投资收益(万元),-97,-76,-83,-27,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),29648,21171,11914,38801,22774,15924,8447,23944,13873,9466,6128,15306,7851,14808,19251,21486,
营业外收入(万元),169,140,11,297,438,31,44,469,1358,1421,387,2661,1033,2579,579,1440,
营业外支出(万元),502,61,29,286,234,45,5,259,85,76,14,420,361,508,548,868,
非流动资产处置损失(万元),,,,,,,,,44,43,,,,17,,,
利润总额(万元),29316,21250,11896,38811,22978,15910,8487,24154,15147,10811,6501,17548,8524,16880,19282,22057,
所得税费用(万元),5999,4389,2844,10149,4835,3056,1495,4076,2573,1912,1105,2185,991,2505,3460,4237,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),23317,16861,9051,28662,18144,12854,6992,20079,12574,8899,5396,15362,7533,14375,15822,17820,
归属于母公司所有者的净利润(万元),24002,17339,9115,28719,18178,12893,6992,20079,12574,8899,5396,15362,7533,14375,15822,17820,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),-685,-479,-64,-57,-34,-38,,,,,,,,,,,
基本每股收益,1.2,0.87,0.46,1.44,0.91,0.64,0.35,1.3,0.84,0.59,0.36,1.02,0.5,0.96,1.05,1.19,
稀释每股收益,1.19,0.86,0.45,1.43,0.91,0.64,0.35,1.3,0.84,0.59,0.36,1.02,0.5,0.96,1.05,1.19,
