报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),42890,30213,65358,46821,36627,68047,32676,56109,41058,30908,
营业收入(万元),42890,30213,65358,46821,36627,68047,32676,56109,41058,30908,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),34105,23661,53387,38974,29473,55526,26569,42168,33499,26726,
营业成本(万元),24890,17567,39230,28224,21041,40087,19694,28858,23421,17923,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),2292,1821,3578,2808,1901,3013,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),619,453,1041,776,624,948,432,725,421,480,
销售费用(万元),3577,2277,5386,4220,3178,6049,2421,4499,3253,3087,
管理费用(万元),2795,1597,3707,2902,2100,4955,3638,6966,5573,4498,
财务费用(万元),-67,35,175,42,214,494,167,172,314,716,
资产减值损失(万元),,42,269,,415,-21,217,947,516,21,
公允价值变动收益(万元),,,,,,,,,,,
投资收益(万元),83,64,19,0,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),9419,6959,13852,9030,7347,14646,6229,13941,7559,4182,
营业外收入(万元),8,8,419,147,155,132,583,520,479,512,
营业外支出(万元),86,54,146,78,54,193,71,421,377,107,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),9341,6913,14125,9099,7449,14586,6741,14040,7661,4588,
所得税费用(万元),1380,1020,1970,1251,1097,2152,993,2064,1119,659,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),7962,5894,12155,7848,6352,12434,5748,11976,6543,3928,
归属于母公司所有者的净利润(万元),7962,5894,12155,7848,6352,12434,5748,11976,6543,3928,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,0.22,0.16,0.34,0.22,0.18,0.35,0.16,0.33,0.18,0.1,
稀释每股收益,0.22,,0.34,0.22,0.18,0.35,0.16,0.33,0.18,0.1,
