报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),2153230,1387417,578341,2897475,1848397,1132404,488435,2370366,919755,1937602,2717978,3456567,3427596,
营业收入(万元),2153230,1387417,578341,2897475,1848397,1132404,488435,2370366,919755,1937602,2717978,3456567,3427596,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),2062092,1322007,576160,2795320,1781366,1072386,489384,2252743,857509,1864684,2530499,3196506,3192863,
营业成本(万元),1902163,1218563,530895,2539935,1627573,978272,444906,2033359,801271,1645200,2258797,2915227,2931002,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),32932,17863,5878,64048,28207,15009,4981,52467,,,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),9394,5774,2765,18914,12631,9306,5327,21167,6289,19799,59319,71971,64435,
销售费用(万元),18237,12611,5391,24658,17277,11630,6076,18729,7565,16112,26533,30189,30506,
管理费用(万元),82655,55478,25294,125270,78996,47416,21513,102825,51209,151585,158751,161610,151733,
财务费用(万元),16710,11718,6513,23262,16682,10753,6219,26085,11901,24123,18004,10560,14355,
资产减值损失(万元),,,-575,-768,,,361,-1889,-20724,7865,9094,6950,832,
公允价值变动收益(万元),,,,,,,,,,,,,,
投资收益(万元),17133,12961,4341,20643,10299,8593,4514,13025,6582,11378,9245,11935,8650,
对联营企业和合营企业的投资收益(万元),14991,11001,4535,17829,7300,6091,4514,10114,4043,9076,6894,7743,7307,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),126954,92948,11820,141189,89408,78994,8315,150157,68828,84297,196725,271996,243383,
营业外收入(万元),1559,1308,27,3721,4145,636,286,3845,7750,13249,74160,16672,15115,
营业外支出(万元),874,338,127,1545,1319,201,181,1035,242,1119,2170,858,3614,
非流动资产处置损失(万元),,,,,,,,,202,702,924,539,3154,
利润总额(万元),127639,93918,11719,143364,92234,79429,8420,152967,76336,96427,268714,287809,254884,
所得税费用(万元),33443,23025,6190,31025,23210,18069,4861,29145,16758,31200,68189,65604,58384,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),94196,70893,5530,112340,69024,61360,3559,123823,59579,65227,200525,222205,196501,
归属于母公司所有者的净利润(万元),88589,67215,3971,106590,64339,58680,2450,117691,57322,61709,201042,218685,192670,
被合并方在合并前实现净利润(万元),,,,,,,,,,,-659,11056,8999,
少数股东损益(万元),5607,3679,1559,5750,4685,2680,1109,6131,2257,3517,-517,3520,3831,
基本每股收益,0.1,0.08,0,0.13,0.08,0.07,0,0.14,0.07,0.07,0.34,0.36,0.32,
稀释每股收益,0.1,0.08,0,0.13,0.08,0.07,0,0.14,0.07,0.07,0.34,0.36,0.32,
