报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),83535,57309,26491,68596,47118,29893,12878,56440,39931,26437,10966,44471,22319,38676,37432,31630,
营业收入(万元),83535,57309,26491,68596,47118,29893,12878,56440,39931,26437,10966,44471,22319,38676,37432,31630,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),75044,51860,24201,60750,41291,25838,10736,47732,33492,22380,8987,36022,17271,31989,29841,23904,
营业成本(万元),66632,46105,21067,49039,32804,20566,8555,37568,26121,17323,6895,26222,10466,21452,18882,15613,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),1944,967,503,1924,1398,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),397,330,248,427,292,204,89,430,275,209,48,495,284,194,248,277,
销售费用(万元),1903,1184,641,2280,1384,913,259,1831,1258,882,218,1652,1259,1637,1321,1267,
管理费用(万元),4661,2980,1397,5235,3777,3265,1663,6320,4538,2973,1399,5705,4108,6743,7420,6037,
财务费用(万元),-493,295,92,707,611,312,-46,1006,820,589,208,1004,683,1371,1405,1130,
资产减值损失(万元),,,252,1139,1024,579,216,577,480,404,220,944,470,593,565,-421,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),100,23,60,663,657,482,,,,,,0,0,0,0,-8,
对联营企业和合营企业的投资收益(万元),-134,-96,,-261,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),5681,4817,2358,8641,6512,4562,2167,8973,6467,4086,1978,8449,5048,6687,7590,7718,
营业外收入(万元),104,19,,2,29,19,13,18,258,258,241,173,173,335,112,165,
营业外支出(万元),3,1,,17,15,10,10,1,2,2,0,26,5,20,35,13,
非流动资产处置损失(万元),,,,,,,,,2,2,,2,1,9,19,13,
利润总额(万元),5782,4835,2358,8626,6525,4571,2171,8990,6724,4342,2219,8597,5216,7002,7667,7871,
所得税费用(万元),850,712,386,1273,940,746,377,1293,984,608,510,1267,757,1222,1371,1423,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),4932,4123,1972,7353,5585,3825,1793,7697,5740,3734,1709,7330,4459,5780,6296,6448,
归属于母公司所有者的净利润(万元),5075,4218,1979,7353,5585,3825,1793,7697,5740,3734,1709,7330,4459,5780,6296,6448,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),-144,-95,-7,,,,,,,,,,,,,,
基本每股收益,0.28,0.23,0.14,0.52,0.4,0.27,0.13,0.69,0.55,0.36,0.16,0.7,0.42,0.57,0.62,0.68,
稀释每股收益,0.28,0.23,0.14,0.52,0.4,0.27,0.13,0.69,0.55,0.36,0.16,0.7,0.42,0.57,0.62,0.68,
