报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),49652,32061,15179,76532,50731,30907,13199,61632,37945,26006,10691,46179,18195,35100,34931,32727,
营业收入(万元),49652,32061,15179,76532,50731,30907,13199,61632,37945,26006,10691,46179,18195,35100,34931,32727,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),41939,27009,12757,61400,42845,25630,10819,47379,31180,21181,9213,38169,15078,29749,27179,20569,
营业成本(万元),27257,17414,8026,42568,29194,16673,6807,32041,19956,13742,5454,23501,8310,15216,10805,7274,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),7872,5170,2500,9702,6967,,,,6223,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),255,120,88,401,245,135,103,367,218,132,46,318,148,198,26,17,
销售费用(万元),1665,1099,463,2460,1687,1110,444,2172,1516,1030,565,1956,848,2065,2189,2340,
管理费用(万元),4626,3054,1324,4650,3542,6913,3062,12643,2923,5831,2939,12274,6168,11867,13134,11029,
财务费用(万元),265,152,42,-85,-139,-126,-29,-271,-165,-129,-45,-84,-59,-323,-318,-788,
资产减值损失(万元),,,313,1706,1349,924,433,426,509,575,254,204,-337,726,1343,697,
公允价值变动收益(万元),303,81,,34,,,,,,,,,,,,,
投资收益(万元),1563,770,405,1624,955,422,230,264,-46,-141,-68,1257,88,1379,529,2206,
对联营企业和合营企业的投资收益(万元),786,336,164,1169,834,418,,,-51,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),9756,5976,2827,17256,9722,6088,2615,14659,6826,4779,1419,9265,3205,6732,8281,14365,
营业外收入(万元),692,679,322,805,304,289,100,667,534,271,,727,48,484,1026,172,
营业外支出(万元),48,48,0,2,2,0,0,4,1,1,,3,3,1,1,13,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,
利润总额(万元),10400,6607,3148,18060,10024,6377,2715,15322,7359,5049,1419,9988,3250,7214,9305,14523,
所得税费用(万元),1083,690,300,1282,1085,707,292,1355,787,578,207,702,372,370,605,1176,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),9317,5917,2849,16777,8939,5670,2423,13968,6572,4471,1212,9286,2879,6844,8700,13347,
归属于母公司所有者的净利润(万元),8952,5585,2782,15855,8230,5441,2289,13167,6305,4261,1212,9109,2973,6866,8789,13347,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),365,332,67,922,709,229,133,801,267,210,-0,177,-95,-21,-89,,
基本每股收益,0.22,0.14,0.07,0.41,0.21,0.14,0.06,0.37,0.18,0.12,0.03,0.3,0.1,0.25,0.33,0.49,
稀释每股收益,0.22,0.14,0.07,0.41,0.21,0.14,0.06,0.37,0.18,0.12,0.03,0.3,0.1,0.25,0.33,0.49,
