报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),106042,70585,32316,140486,104386,70143,34850,118548,85902,53416,25765,87451,62745,41082,16875,77635,56081,36293,81904,62493,59744,51450,
营业收入(万元),106042,70585,32316,140486,104386,70143,34850,118548,85902,53416,25765,87451,62745,41082,16875,77635,56081,36293,81904,62493,59744,51450,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),92360,59769,29389,123884,89703,58952,29068,108059,79647,47923,21984,78761,54647,35974,15731,70619,52105,34573,72039,54634,49357,40423,
营业成本(万元),75093,49534,24410,99566,72760,47699,22995,89302,66531,39267,17904,61449,43196,28598,12096,56344,41726,27468,56583,42446,38833,31826,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3838,2016,816,5088,4667,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),729,517,238,1428,1210,790,410,1001,683,319,95,802,485,318,87,621,457,342,526,323,346,329,
销售费用(万元),3664,2200,987,5190,3852,2577,1408,4434,3221,2042,954,3484,2355,1494,575,2542,1679,1087,1946,1112,731,388,
管理费用(万元),9138,5514,2716,10295,6776,7766,3719,12245,8289,5431,2697,12035,7571,4927,2495,9482,7020,4795,10980,9128,8109,8302,
财务费用(万元),-103,-12,23,72,-47,21,160,416,293,182,34,987,863,624,247,1584,1154,814,1856,1570,1164,215,
资产减值损失(万元),,,199,2246,485,99,376,662,628,682,300,4,177,13,231,46,68,68,148,55,173,-635,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),41,15,3,79,79,79,33,244,96,96,54,,,,,,,,,,,-45,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),13984,10923,3002,17019,15003,11397,5877,11096,6352,5589,3836,8689,8098,5108,1143,7016,3977,1719,9865,7858,10386,10981,
营业外收入(万元),2,2,2,4,14,3,1,100,369,253,186,649,471,248,124,614,279,189,448,772,441,995,
营业外支出(万元),242,50,39,275,27,11,,120,46,41,,109,61,14,10,164,121,121,89,151,193,48,
非流动资产处置损失(万元),,,,,,,,,,,,3,3,3,,116,116,116,64,130,110,2,
利润总额(万元),13744,10875,2964,16748,14990,11389,5878,11076,6675,5800,4021,9230,8508,5343,1257,7467,4135,1788,10224,8479,10634,11929,
所得税费用(万元),1828,1497,401,2059,3111,2392,1208,1038,780,721,519,1264,1188,742,187,1218,638,287,986,1203,1496,1491,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),11916,9377,2563,14689,11879,8997,4670,10038,5895,5080,3503,7966,7320,4601,1070,6249,3497,1500,9238,7276,9137,10437,
归属于母公司所有者的净利润(万元),11836,9319,2528,14617,11806,8947,4637,10013,5884,5079,3507,7966,7320,4601,1070,6249,3497,1500,9238,7276,9137,10437,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,-6,
少数股东损益(万元),80,58,35,73,72,50,33,25,11,1,-4,,,,,,,,,,,,
基本每股收益,0.27,0.22,0.08,0.47,0.38,0.29,0.21,0.46,0.27,0.23,0.16,0.45,0.44,0.28,0.06,0.38,0.21,0.09,0.56,0.44,0.55,0.69,
稀释每股收益,0.27,0.22,0.08,0.47,0.38,0.29,0.21,0.46,0.27,0.23,0.16,0.45,0.44,0.28,0.06,0.38,0.21,0.09,0.56,0.44,0.55,0.69,
