报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),60134,40615,21397,63939,43810,29015,13757,44901,28773,14878,6002,27096,19755,13113,5855,25037,18338,11973,26847,26969,24463,18016,
营业收入(万元),60134,40615,21397,63939,43810,29015,13757,44901,28773,14878,6002,27096,19755,13113,5855,25037,18338,11973,26847,26969,24463,18016,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),53011,35835,18989,62179,39531,25393,11652,38517,23752,12564,5163,22122,16097,10602,4863,20273,15041,9629,22256,21188,19952,15272,
营业成本(万元),37243,26149,13732,40099,27123,17518,8149,25807,16043,8740,3566,14783,10877,7166,3247,14166,10364,6749,15398,13883,14722,10971,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2891,1947,793,3037,2062,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),572,390,250,863,638,474,172,438,273,159,63,274,154,112,49,193,128,94,254,261,193,141,
销售费用(万元),5151,2951,1334,5930,4066,2603,1100,4982,3338,1845,823,3693,2588,1725,763,3301,2379,1601,3649,3919,2763,2412,
管理费用(万元),6615,4061,1954,6837,4797,4347,2108,5773,3392,1576,571,2591,1906,1223,597,2162,1608,1083,2544,2525,1683,1517,
财务费用(万元),539,337,178,517,358,222,71,19,19,-6,-17,-22,-8,7,-1,-12,-21,-35,-30,-66,109,48,
资产减值损失(万元),,,748,4896,488,229,53,1497,687,251,158,804,580,370,208,464,583,137,441,665,482,183,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),64,57,2,34,34,,,276,276,180,63,82,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),6950,4531,2409,5041,4333,3628,2112,6644,5296,2494,903,5056,3658,2511,992,4764,3296,2344,4591,5781,4512,2744,
营业外收入(万元),2629,2405,2211,1058,41,13,4,474,330,302,109,38,31,22,15,169,109,104,151,113,14,11,
营业外支出(万元),320,34,6,98,66,13,6,308,14,10,3,6,3,2,1,10,4,3,7,25,16,8,
非流动资产处置损失(万元),,,,,,,,,,0,,1,,,,2,,0,4,21,,,
利润总额(万元),9259,6902,4615,6001,4308,3628,2110,6809,5612,2786,1008,5088,3686,2532,1006,4924,3401,2445,4735,5869,4509,2747,
所得税费用(万元),1473,1146,660,556,717,601,304,676,887,398,164,846,645,427,179,765,578,367,719,986,730,704,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),7786,5756,3955,5446,3591,3027,1806,6133,4725,2388,844,4241,3041,2105,826,4159,2823,2078,4016,4883,3779,2043,
归属于母公司所有者的净利润(万元),7326,5237,3392,5503,3695,3090,1828,6133,4725,2388,844,4241,3041,2105,826,4159,2823,2078,4016,4883,3779,2043,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),460,519,563,-57,-104,-63,-22,,,,,,,,,,,,,,,,
基本每股收益,0.38,0.27,0.18,0.29,0.19,0.16,0.09,0.35,0.28,0.15,0.08,0.51,0.3,0.28,0.11,0.55,0.38,0.28,0.54,0.65,0.55,0.33,
稀释每股收益,0.38,0.27,0.18,0.29,0.19,0.16,0.09,0.35,0.28,0.15,0.08,0.51,0.3,0.28,0.11,0.55,0.38,0.28,0.54,0.65,0.55,0.33,
