报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),81314,57555,25873,130592,86868,61080,27579,98377,65501,48735,
营业收入(万元),81314,57555,25873,130592,86868,61080,27579,98377,65501,48735,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),73940,51551,23503,119210,81127,56915,25497,88170,59753,45012,
营业成本(万元),29913,20851,9347,49679,32730,23197,10628,37995,33698,29121,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),3179,2095,934,5166,3363,1919,1288,4333,1962,1120,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),903,636,248,1531,1007,763,322,1282,746,562,
销售费用(万元),34883,24635,11322,54965,38482,26776,11509,38803,14596,9101,
管理费用(万元),4430,2827,1408,6546,4445,2922,1395,4549,7206,3637,
财务费用(万元),633,507,243,1324,1100,761,355,857,1364,1051,
资产减值损失(万元),,,,,,180,,349,181,420,
公允价值变动收益(万元),,,,,,,,,,,
投资收益(万元),95,113,18,221,279,231,43,252,66,14,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),9353,5379,2271,14155,6125,4736,2103,11658,6116,3738,
营业外收入(万元),18,14,9,82,14,4,3,221,151,623,
营业外支出(万元),99,88,86,13,8,13,6,31,29,54,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),9271,5305,2193,14224,6131,4727,2100,11848,6238,4306,
所得税费用(万元),1764,1054,494,2191,1396,662,412,1794,1325,930,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),7507,4251,1699,12033,4735,4064,1688,10054,4913,3376,
归属于母公司所有者的净利润(万元),7507,4251,1699,12033,4735,4064,1688,10054,4913,3376,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,0.2,0.12,0.05,0.33,0.13,0.11,0.05,0.31,0.28,0.21,
稀释每股收益,0.2,0.12,0.05,0.33,0.13,0.11,0.05,0.3,0.28,0.21,
