报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),33729,21887,10245,43241,31700,20608,9982,36186,26753,16461,7602,28621,20989,12927,5593,23004,17507,21701,18089,18391,15994,
营业收入(万元),33729,21887,10245,43241,31700,20608,9982,36186,26753,16461,7602,28621,20989,12927,5593,23004,17507,21701,18089,18391,15994,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),21452,14204,7076,27560,20082,13379,7010,22774,16418,9998,4546,17014,13289,7929,3390,14699,11709,14073,12062,12234,11367,
营业成本(万元),15372,10036,4875,19447,14056,9145,4624,15143,11066,6831,3145,11887,9214,5408,2363,9873,7875,9283,7852,7959,7956,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2659,1589,784,2597,1983,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),465,268,122,645,470,269,114,534,359,197,95,434,271,156,65,321,248,277,253,239,222,
销售费用(万元),2423,1503,636,3388,2473,1572,707,2259,1614,1040,526,1901,1655,914,380,1762,1337,1725,1513,1503,1199,
管理费用(万元),1806,1298,519,2368,1831,2581,1223,4508,3229,1890,859,3277,2457,1487,603,2814,2295,2791,2404,2310,2015,
财务费用(万元),-1273,-490,107,-1106,-939,-294,297,187,71,-30,-83,-591,-372,-63,-21,-136,-106,-97,-13,129,-50,
资产减值损失(万元),,,32,221,209,106,46,143,79,69,2,107,62,28,,65,60,94,53,94,25,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,80,-73,-8,
投资收益(万元),1520,1037,621,2190,1336,1049,347,1372,365,365,,326,260,187,54,446,355,373,228,243,16,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),14453,9056,3908,18390,13280,8487,3414,15100,10914,6959,3056,11933,7960,5185,2258,8751,6153,8002,6335,6327,4636,
营业外收入(万元),55,47,43,12,7,4,0,347,206,56,93,219,266,104,30,661,616,690,458,112,150,
营业外支出(万元),5,13,0,30,7,4,1,31,19,15,0,11,8,8,2,5,2,11,7,40,134,
非流动资产处置损失(万元),,,,,,,,,14,14,,3,1,,,2,0,5,1,,,
利润总额(万元),14503,9091,3951,18372,13281,8488,3413,15416,11101,7001,3149,12141,8218,5281,2286,9408,6767,8681,6786,6399,4651,
所得税费用(万元),2009,1271,514,2663,2032,1296,520,2251,1715,1085,493,1822,1330,832,340,1245,920,1251,992,965,689,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),12494,7820,3436,15710,11249,7192,2893,13165,9386,5916,2657,10320,6888,4449,1945,8162,5847,7430,5794,5434,3962,
归属于母公司所有者的净利润(万元),12494,7820,3436,15710,11249,7192,2893,13165,9386,5916,2657,10320,6888,4449,1945,8162,5847,7430,5794,5434,3962,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.8,0.5,0.22,1.01,0.72,0.46,0.24,1.1,0.78,0.49,0.29,1.46,1,0.64,0.28,1.18,0.85,1.08,0.84,0.79,,
稀释每股收益,0.8,0.5,0.22,1.01,0.72,0.46,0.24,1.1,0.78,0.49,0.29,1.46,1,0.64,0.28,1.18,0.85,1.08,0.84,0.79,,
