报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),78495,50495,20541,100360,62245,40088,15686,70422,44838,28298,10722,46131,29312,18854,7333,31692,18384,25476,9782,21897,18921,15687,
营业收入(万元),78495,50495,20541,100360,62245,40088,15686,70422,44838,28298,10722,46131,29312,18854,7333,31692,18384,25476,9782,21897,18921,15687,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),74491,47776,19900,97333,61551,39546,15564,69377,44057,28271,10908,44793,28765,18809,7607,29470,18296,24221,9704,20828,17879,14708,
营业成本(万元),3103,1995,720,4219,2915,2047,708,3232,2255,1472,785,1878,1407,1047,346,1131,601,1213,605,1271,800,939,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),11236,7108,3310,12547,9092,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),392,257,130,680,461,311,96,575,361,230,78,446,263,160,61,316,186,281,111,234,203,212,
销售费用(万元),55339,35382,14300,71844,43700,27835,10968,50271,31960,20649,7731,32436,20387,13051,5353,21375,13262,16571,6369,14303,12736,10018,
管理费用(万元),6271,4256,2046,8436,6063,9797,4041,15134,9211,5736,2286,9936,6595,4484,1931,6835,4446,6339,2764,5275,4284,3479,
财务费用(万元),-1850,-1222,-684,-2333,-1081,-717,-337,-136,-52,-43,-17,-105,-95,-84,-84,-371,-236,-644,-299,-390,-199,-66,
资产减值损失(万元),,,78,1940,401,272,88,301,321,227,45,201,208,151,-1,184,38,461,155,135,55,126,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),-388,-178,-68,927,796,482,85,2168,1230,968,306,992,581,430,171,522,282,59,,,,,
对联营企业和合营企业的投资收益(万元),-549,-258,-106,516,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),6877,4803,1861,10756,5627,3550,1416,8851,2012,995,120,2330,1128,476,-103,2744,370,1314,78,1069,1042,978,
营业外收入(万元),542,273,263,695,323,153,152,328,3342,1972,1165,4998,3128,1994,946,3552,1947,3301,1125,2821,2342,2092,
营业外支出(万元),5,1,,11,8,4,1,3,0,0,0,5,2,2,1,2,2,9,9,5,6,3,
非流动资产处置损失(万元),,,,,,,,,0,0,,2,1,1,,1,1,9,,2,,,
利润总额(万元),7415,5074,2124,11440,5942,3699,1567,9176,5354,2967,1286,7323,4254,2468,842,6295,2315,4605,1193,3886,3379,3067,
所得税费用(万元),376,225,194,621,102,146,178,585,513,221,170,879,631,377,8,1254,710,298,23,281,54,28,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),7039,4850,1930,10819,5840,3553,1389,8592,4841,2746,1115,6443,3622,2091,834,5041,1605,4307,1170,3605,3325,3040,
归属于母公司所有者的净利润(万元),7159,4919,1933,11449,5921,3625,1403,8697,4880,2793,1158,6522,3745,2136,836,5040,1571,4307,1170,3605,3325,3040,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-119,-69,-3,-630,-80,-72,-14,-106,-39,-47,-42,-79,-123,-45,-2,1,34,,,,,,
基本每股收益,0.49,0.33,0.2,1.16,0.6,0.35,0.2,1.33,0.73,0.42,0.17,1.3,0.75,0.43,0.17,1.01,0.31,0.86,0.23,0.72,0.66,0.61,
稀释每股收益,0.48,0.33,0.19,1.14,0.59,0.35,0.2,1.31,0.73,0.42,0.17,1.3,0.75,0.43,0.17,1.01,0.31,0.86,0.23,0.72,0.66,0.61,
