报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),243692,162449,82650,346878,248276,161662,77542,416585,308911,196601,99492,424690,287001,414489,455877,517910,524872,
营业收入(万元),243692,162449,82650,346878,248276,161662,77542,416585,308911,196601,99492,424690,287001,414489,455877,517910,524872,
利息收入(万元),,,,,,,,,,0,,,,,,,,
已赚保费(万元),,,,,,,,,,0,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,0,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),238875,160002,83723,353246,250787,164731,79180,390905,291008,184687,93085,393558,268816,393128,432700,486221,497436,
营业成本(万元),190627,127715,65422,275856,199079,131068,62605,323099,241487,152466,76896,323645,222457,327413,362576,421445,441879,
利息支出(万元),,,,,,,,,,0,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,0,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),22479,14883,7743,36254,26509,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,0,,,,,,,,
赔付支出净额(万元),,,,,,,,,,0,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,0,,,,,,,,
保单红利支出(万元),,,,,,,,,,0,,,,,,,,
分保费用(万元),,,,,,,,,,0,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1662,1033,384,2434,2130,1468,562,2299,1625,1172,577,3569,1699,3178,2480,2154,1721,
销售费用(万元),13297,8963,5164,20075,13902,9773,4480,17499,14253,9856,5739,19594,13686,20091,25569,23563,18226,
管理费用(万元),11307,7404,3188,14254,10924,24157,11637,44072,32389,20933,9212,39779,28041,35864,38165,36061,31883,
财务费用(万元),-497,4,359,-1482,-1295,-662,505,3417,3049,1986,740,588,818,3670,1570,208,889,
资产减值损失(万元),,,1464,5854,-462,-1073,-607,519,-1794,-1727,-79,6382,2115,2911,2340,2788,2838,
公允价值变动收益(万元),,,,,,,,,,0,,,,,,,,
投资收益(万元),1609,1061,586,3183,2133,1501,595,2176,1550,1081,488,1722,1137,-2399,2224,2971,3293,
对联营企业和合营企业的投资收益(万元),770,466,213,1256,928,606,248,1777,1337,868,363,1237,837,-3288,1968,2740,2098,
汇兑收益(万元),,,,,,,,,,0,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),5083,2516,-22,-748,1791,219,-22,30506,21410,14710,6894,32854,19321,18962,25401,34661,30729,
营业外收入(万元),55,51,49,356,339,186,15,230,127,75,718,2087,1066,2774,2880,2212,3329,
营业外支出(万元),289,79,36,711,511,279,67,278,266,49,61,1039,690,696,486,120,160,
非流动资产处置损失(万元),,,,,,,,,176,,54,946,650,642,231,85,76,
利润总额(万元),4849,2489,-9,-1103,1619,126,-75,30457,21270,14736,7551,33902,19697,21040,27795,36753,33898,
所得税费用(万元),-1932,-1451,-874,-2906,-2134,-1322,-643,2519,1782,1351,800,4734,2143,2744,3683,5114,5402,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),6781,3939,865,1802,3752,1448,568,27938,19488,13385,6751,29168,17554,18296,24112,31639,28496,
归属于母公司所有者的净利润(万元),6724,3937,858,1664,3776,1473,582,28005,19668,13580,6867,29501,17624,18118,23879,31617,28426,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),57,2,7,139,-24,-24,-14,-67,-180,-195,-115,-333,-70,179,233,22,70,
基本每股收益,0.14,0.08,0.02,0.04,0.08,0.03,0.01,0.68,0.49,0.34,0.17,0.74,0.44,0.45,0.6,0.79,,
稀释每股收益,0.14,0.08,0.02,0.04,0.08,0.03,0.01,0.68,0.49,0.34,,,0.44,,,,,
