报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),20343,12925,5837,24389,15425,11609,4988,24019,13970,9053,3895,19884,12140,7331,4110,26267,4517,20142,12095,5893,
营业收入(万元),20343,12925,5837,24389,15425,11609,4988,24019,13970,9053,3895,19884,12140,7331,4110,26267,4517,20142,12095,5893,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),15323,9898,5290,20815,12711,9312,4746,18245,10704,6451,2699,13696,8503,5107,2788,19737,3373,17469,10240,5612,
营业成本(万元),9637,6295,2958,13498,8652,6497,2757,9511,5499,3324,1644,8876,5212,2867,1654,12709,2229,9270,6478,4334,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2919,1544,791,3437,2295,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),236,164,79,331,289,84,30,121,90,59,29,117,31,27,27,135,50,98,17,1,
销售费用(万元),578,391,125,637,391,280,93,535,244,164,43,441,286,198,85,470,96,325,243,87,
管理费用(万元),3064,1892,921,4017,2731,3070,1112,6515,4106,2511,965,4738,3120,1930,913,5658,932,6918,2904,858,
财务费用(万元),-1110,-389,493,-1275,-1339,-405,923,1157,878,494,151,-255,74,39,89,116,111,518,486,265,
资产减值损失(万元),,,7,169,-307,-214,-169,406,-113,-102,-133,-221,-219,46,19,649,-46,341,112,67,
公允价值变动收益(万元),88,-2,-80,237,272,105,-173,-224,-97,-82,-21,73,32,10,,,,,,,
投资收益(万元),160,97,107,331,278,203,100,32,32,24,,,,,,,,,,1,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),5558,3515,842,4724,3524,2697,241,6029,3591,2810,1175,6261,3669,2235,1323,6529,1144,2672,1855,283,
营业外收入(万元),1,,,62,,,,,,,205,275,229,83,14,526,6,100,5,0,
营业外支出(万元),44,44,8,55,54,29,0,15,15,0,0,11,10,7,4,29,5,25,33,5,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,,,,
利润总额(万元),5515,3471,835,4732,3470,2668,241,6014,3577,2809,1381,6525,3887,2311,1333,7026,1145,2747,1827,277,
所得税费用(万元),487,367,56,346,236,295,40,713,413,352,177,793,514,294,188,940,150,597,272,48,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),5028,3104,778,4386,3234,2373,201,5301,3164,2458,1203,5733,3373,2017,1145,6087,995,2150,1555,229,
归属于母公司所有者的净利润(万元),5028,3104,778,4386,3234,2373,201,5301,3164,2458,1203,5733,3373,2017,1145,6087,995,2150,1555,229,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.31,0.19,0.05,0.27,0.2,0.15,0.01,0.37,0.23,0.19,0.1,0.48,0.28,0.17,0.1,0.56,0.21,0.45,0.35,0.09,
稀释每股收益,0.31,0.19,0.05,0.27,0.2,0.15,0.01,0.37,0.23,0.19,0.1,0.48,0.28,0.17,0.1,0.56,0.21,0.45,0.35,0.09,
