报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),62304,39902,18653,98983,60539,28472,12130,64247,44191,24813,10440,47966,32813,21097,10062,38850,30311,23420,
营业收入(万元),62304,39902,18653,98983,60539,28472,12130,64247,44191,24813,10440,47966,32813,21097,10062,38850,30311,23420,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),60551,38864,17938,95526,58145,27223,11223,58733,41693,23188,9625,42917,30583,19546,9528,35390,27833,21371,
营业成本(万元),49637,31937,15178,82691,49614,22606,9136,48806,33886,18708,7511,36582,25296,16388,7724,29892,23256,18388,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),6945,4536,2033,5510,4488,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),243,157,56,378,199,116,73,320,257,137,75,398,250,162,87,253,170,107,
销售费用(万元),1446,876,390,1422,952,610,320,1109,827,427,183,778,579,385,170,564,676,184,
管理费用(万元),2247,1306,625,2877,1949,3752,1793,7842,6050,3578,1817,4426,3883,2269,1076,3847,3424,2181,
财务费用(万元),33,51,6,853,670,289,75,300,216,172,108,517,371,264,121,531,214,184,
资产减值损失(万元),,,-349,1795,273,-150,-174,356,458,166,-68,217,204,78,350,304,92,328,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),210,127,122,643,425,370,208,59,11,,,,,,,,220,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),1765,1419,757,4681,3303,2072,1212,6236,2509,1625,815,5048,2230,1551,534,3460,2698,2049,
营业外收入(万元),24,9,,116,83,77,7,2,386,264,32,672,308,213,15,210,130,37,
营业外支出(万元),1,1,,0,0,0,,7,7,7,0,80,10,10,7,169,21,27,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,165,8,27,
利润总额(万元),1788,1427,757,4797,3386,2149,1220,6230,2888,1882,847,5640,2528,1754,542,3501,2807,2059,
所得税费用(万元),248,189,136,132,530,331,176,602,367,205,128,969,414,339,86,316,345,270,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),1541,1238,621,4666,2856,1818,1044,5629,2521,1678,719,4671,2113,1414,456,3185,2462,1789,
归属于母公司所有者的净利润(万元),1541,1238,621,4666,2856,1818,1044,5629,2521,1678,719,4671,2113,1414,456,3185,2462,1789,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.08,0.07,0.03,0.26,0.16,0.1,0.1,0.6,0.28,0.21,0.09,0.58,0.26,0.18,,0.4,0.34,0.43,
稀释每股收益,0.08,0.07,0.03,0.26,0.16,0.1,0.1,0.6,0.28,0.21,0.09,0.58,0.26,0.18,,0.4,0.34,0.43,
