报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),65296,40633,21145,75633,53676,35708,14255,57083,42312,29062,10951,42866,32149,29246,19870,17836,14483,
营业收入(万元),65296,40633,21145,75633,53676,35708,14255,57083,42312,29062,10951,42866,32149,29246,19870,17836,14483,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),56882,33911,18057,65134,45170,29750,11835,47560,35899,24743,9026,34889,26167,23134,16752,13694,10614,
营业成本(万元),41475,25343,13418,47381,33032,22376,7959,31819,25556,17081,6125,23157,17268,13607,10890,9519,7186,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),5476,2396,849,5874,3596,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),633,459,146,675,474,367,238,842,665,494,112,351,363,164,63,176,114,
销售费用(万元),5090,2975,1721,5118,3596,2237,1169,4265,3049,1906,996,3739,2704,2709,1576,929,1159,
管理费用(万元),4728,2912,1795,5275,3780,4218,2203,8637,5744,4578,1617,6562,5022,5433,3064,2334,1848,
财务费用(万元),-519,-175,-82,-613,-37,-111,75,926,633,443,93,-301,-226,156,478,302,80,
资产减值损失(万元),,,,1424,729,662,190,1071,253,241,83,1382,1036,1065,681,434,227,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),,,,22,,,,,,,,,,48,166,-234,-160,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,28,-234,-160,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),7510,5874,3110,10798,8520,5972,2423,9599,6518,4375,1925,7977,5983,6160,3285,3908,3710,
营业外收入(万元),103,18,60,13,151,63,33,186,83,13,42,184,138,1858,1048,398,666,
营业外支出(万元),15,5,0,131,132,124,3,88,22,22,,0,0,32,99,19,3,
非流动资产处置损失(万元),,,,,,,,,0,0,,0,0,4,7,,0,
利润总额(万元),7598,5887,3170,10679,8539,5911,2452,9697,6580,4367,1967,8160,6120,7986,4233,4286,4373,
所得税费用(万元),1892,1311,584,1653,1873,1213,514,1922,1041,675,336,1226,919,1472,797,744,721,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),5706,4576,2586,9026,6666,4698,1938,7775,5539,3692,1631,6935,5201,6514,3436,3543,3651,
归属于母公司所有者的净利润(万元),5115,4222,2366,8480,6422,4515,1906,7617,5446,3567,1638,6539,4904,6464,3436,3543,3651,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),590,354,220,546,245,184,32,158,93,125,-6,396,297,50,,,,
基本每股收益,0.48,0.4,0.31,1.12,0.85,0.6,0.25,1.27,0.96,0.63,0.29,1.15,0.87,1.14,0.61,0.69,0.72,
稀释每股收益,0.48,0.4,0.31,1.12,0.85,0.6,0.25,1.27,0.96,0.63,0.29,1.15,0.87,1.14,0.61,0.69,0.72,
