报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),171157,109468,51411,202751,144776,90217,40639,171112,83215,155809,158517,150903,
营业收入(万元),171157,109468,51411,202751,144776,90217,40639,171112,83215,155809,158517,150903,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),148368,97020,46064,180157,129380,80525,35772,144671,68880,128816,136954,128654,
营业成本(万元),113981,74048,34999,139124,101593,63286,28434,113068,54646,100257,105895,100941,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),4494,2751,1845,4974,3014,1897,1162,4541,,3837,3439,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),1736,850,464,2224,1612,1140,537,1185,547,1009,690,1182,
销售费用(万元),9568,6468,2906,11287,7701,4800,2242,8850,4263,7530,7826,6907,
管理费用(万元),16155,10606,4830,18052,12136,7912,3776,16524,9413,13461,13375,16299,
财务费用(万元),2433,2297,1054,4057,2648,1490,-257,672,327,2459,5492,3323,
资产减值损失(万元),,,-35,439,675,,-122,-169,-316,262,238,2,
公允价值变动收益(万元),-2136,-994,665,74,,,-83,3226,3226,4890,-6045,-4389,
投资收益(万元),2395,-323,131,241,241,81,6,-2079,-2322,-3458,1417,2132,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),26742,14019,6958,27759,17683,10553,5108,28349,15754,28429,16932,19992,
营业外收入(万元),34,30,0,124,87,88,10,36,7,967,1925,3262,
营业外支出(万元),376,150,149,245,156,40,14,157,314,37,44,72,
非流动资产处置损失(万元),,,,,,,,,314,,,27,
利润总额(万元),26401,13899,6810,27638,17614,10601,5105,28229,15447,29360,18813,23182,
所得税费用(万元),4731,2821,1327,5007,3594,1980,1056,4898,2528,4548,3553,3935,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),21670,11078,5482,22631,14020,8621,4049,23331,12918,24812,15260,19247,
归属于母公司所有者的净利润(万元),21795,11181,5540,22778,14092,8644,4109,23373,13045,24813,15698,19843,
被合并方在合并前实现净利润(万元),,,,,-22,,,568,,-395,-35,,
少数股东损益(万元),-125,-104,-57,-147,-73,-23,-61,-43,-127,-2,-438,-596,
基本每股收益,0.53,0.28,0.14,0.61,0.38,0.23,0.11,0.62,0.35,0.64,,,
稀释每股收益,0.53,0.28,0.14,0.61,0.38,0.23,0.11,0.62,0.35,0.64,,,
