报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),32956,21682,9877,45844,33248,22807,10580,49545,34569,22500,10206,39343,25857,17412,6754,35863,18191,36503,30467,24666,
营业收入(万元),32956,21682,9877,45844,33248,22807,10580,49545,34569,22500,10206,39343,25857,17412,6754,35863,18191,36503,30467,24666,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),28822,18901,8664,38428,27863,19446,9373,41134,28423,18535,8317,32040,21146,14423,5631,28988,14912,30552,26786,23105,
营业成本(万元),22937,14982,6518,32199,23382,16170,7511,34122,23439,15093,6843,25865,16987,11661,4349,23352,12019,24886,21191,18029,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),950,569,240,1474,1186,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),258,195,72,447,279,185,66,480,286,176,102,397,241,188,85,385,191,212,179,229,
销售费用(万元),1211,772,439,1687,1245,887,412,1596,1052,716,363,1364,969,580,272,1136,609,1283,862,644,
管理费用(万元),2548,1620,747,2987,2176,2320,1101,4579,3384,2225,884,4280,2893,1927,871,3963,1809,3753,3436,2959,
财务费用(万元),919,763,631,-240,-244,-79,324,129,171,136,105,57,129,79,75,208,158,315,1170,1261,
资产减值损失(万元),,,16,-125,-162,-37,-42,228,90,188,20,78,-73,-10,-21,-56,126,103,-50,-18,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,1,17,-18,
投资收益(万元),1044,604,232,1113,997,455,319,69,57,48,29,107,75,47,21,49,15,53,30,34,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),5438,3426,1487,8901,6376,3818,1528,8486,6204,4013,1919,7409,4786,3036,1143,6924,3294,6006,3728,1577,
营业外收入(万元),56,26,17,759,1158,780,43,290,158,77,67,540,436,396,85,334,65,345,206,235,
营业外支出(万元),10,10,5,8,1,1,1,6,16,12,11,38,23,16,2,11,8,28,26,27,
非流动资产处置损失(万元),,,,,,,,,15,12,11,35,22,16,2,10,8,24,19,11,
利润总额(万元),5484,3443,1499,9653,7534,4598,1571,8770,6346,4078,1974,7911,5199,3415,1226,7246,3351,6323,3908,1785,
所得税费用(万元),749,417,272,1363,1050,614,223,1274,910,550,324,1120,650,462,188,1043,438,803,532,288,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),4735,3025,1227,8290,6484,3984,1348,7496,5436,3528,1649,6791,4549,2953,1039,6203,2914,5519,3376,1497,
归属于母公司所有者的净利润(万元),4735,3025,1227,8290,6484,3984,1348,7496,5436,3528,1649,6791,4549,2953,1039,6203,2914,5519,3376,1497,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.54,0.34,0.14,0.94,0.74,0.45,0.15,0.95,0.72,0.51,0.25,1.03,0.69,0.45,0.16,0.94,0.44,0.84,,,
稀释每股收益,0.54,0.34,0.14,0.94,0.74,0.45,0.15,0.95,0.72,0.51,0.25,1.03,0.69,0.45,0.16,0.94,0.44,0.84,,,
