报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),87021,54345,21750,77247,54539,35227,15502,59401,44170,27608,12870,46266,34387,39183,29889,20265,
营业收入(万元),87021,54345,21750,77247,54539,35227,15502,59401,44170,27608,12870,46266,34387,39183,29889,20265,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),48043,30027,11984,38734,24108,16283,7854,28156,20349,12844,6164,22196,15693,17971,14137,9495,
营业成本(万元),12464,8345,2988,15143,9579,6214,2651,10060,7722,4792,2331,8346,5957,7432,5943,4198,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),6758,4242,1822,6481,4487,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),1049,654,329,1274,910,652,265,1241,901,647,207,896,580,568,422,339,
销售费用(万元),25890,15621,5504,12095,7442,5140,2077,7220,4682,2882,1271,5297,3416,4174,2816,2034,
管理费用(万元),3356,2130,980,4247,2905,4912,2526,8794,6446,4256,1972,7699,5651,6264,4303,2911,
财务费用(万元),-1473,-963,-163,-1444,-1781,-1088,-2,322,374,177,14,-343,-86,-11,51,46,
资产减值损失(万元),,,523,938,566,453,337,519,224,90,369,301,175,-455,603,-34,
公允价值变动收益(万元),-152,112,-96,196,784,293,67,129,,,,,,,-15,15,
投资收益(万元),1670,730,476,2084,632,594,326,482,354,215,128,228,146,180,232,103,
对联营企业和合营企业的投资收益(万元),-11,-41,-21,-30,-39,-48,,-24,-14,-16,,-5,-9,-2,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),42167,25026,10463,44079,33212,20554,8421,35093,24905,14979,6834,24298,18840,21392,15968,10889,
营业外收入(万元),9,4,2,101,45,33,6,16,107,495,204,1860,1477,1004,713,582,
营业外支出(万元),104,101,46,109,66,34,32,76,46,21,39,6,3,14,45,18,
非流动资产处置损失(万元),,,,,,,,,46,21,,6,3,2,40,,
利润总额(万元),42072,24930,10419,44070,33191,20553,8394,35033,24966,15453,6999,26152,20314,22381,16637,11453,
所得税费用(万元),6721,3496,1828,6262,4284,2708,1395,4974,3503,2093,1240,3959,3213,3511,2815,1793,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),35351,21434,8592,37808,28907,17845,6999,30060,21463,13360,5759,22193,17101,18870,13822,9660,
归属于母公司所有者的净利润(万元),34260,20763,8270,37145,28333,17528,6859,29556,21045,13168,5647,21933,16869,18851,13929,9681,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,-26,,-32,-412,,
少数股东损益(万元),1091,670,322,663,574,317,140,504,418,192,112,260,232,20,-107,-21,
基本每股收益,0.85,0.52,0.21,0.93,0.71,0.44,0.17,0.8,0.54,0.37,0.16,0.61,0.48,0.59,,,
稀释每股收益,0.85,0.52,0.21,0.93,0.71,0.44,0.17,0.8,0.54,0.37,0.16,0.61,0.48,0.59,,,
