报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),200139,132391,60553,243935,179053,115991,51565,188503,135147,84142,35990,140127,95361,61778,113488,112690,97911,
营业收入(万元),200139,132391,60553,243935,179053,115991,51565,188503,135147,84142,35990,140127,95361,61778,113488,112690,97911,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),187771,121926,56592,222668,161481,105295,47332,174431,122907,76351,32274,123737,82543,54265,105058,108540,93658,
营业成本(万元),173103,112309,52304,204782,148979,97110,43597,156456,110013,68244,28580,106968,71606,47159,89112,92431,80869,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),3525,2241,831,3596,2799,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),510,359,213,1236,925,643,234,913,679,415,194,972,427,263,640,447,208,
销售费用(万元),5748,3842,1646,6667,4845,3135,1480,5846,4139,2797,1410,5199,3464,2345,4214,3624,2878,
管理费用(万元),2779,1758,765,4235,2584,3438,1487,6244,4062,2579,976,5183,3501,2185,4468,5143,4623,
财务费用(万元),2106,1417,338,2219,1492,1176,633,4807,3826,2660,1114,4149,2967,2080,4693,4880,4036,
资产减值损失(万元),,,494,-68,-143,-207,-98,165,188,-343,,1265,577,234,1931,2016,1044,
公允价值变动收益(万元),29,234,-2,-38,,,,,,52,,48,,48,-48,,,
投资收益(万元),137,67,24,778,656,398,66,203,188,,,-32,-32,-32,1,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),15753,14000,4822,24148,18229,11094,4299,14274,12429,7843,3716,16406,12786,7530,8383,4150,4253,
营业外收入(万元),17,5,3,11,2039,934,208,1014,390,308,93,602,509,413,316,1159,457,
营业外支出(万元),61,46,5,432,154,27,1,126,90,73,33,308,180,174,199,140,10,
非流动资产处置损失(万元),,,,,,,,,,7,,191,,,46,74,,
利润总额(万元),15710,13958,4821,23727,20114,12001,4507,15162,12729,8078,3776,16701,13115,7770,8500,5168,4700,
所得税费用(万元),2011,1832,559,3191,3048,1858,682,2022,1960,1203,557,2401,1942,1196,1245,691,638,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),13699,12126,4262,20536,17066,10142,3825,13140,10769,6875,3220,14300,11172,6573,7255,4477,4062,
归属于母公司所有者的净利润(万元),13699,12126,4262,20536,17066,10142,3825,13140,10769,6875,3220,14300,11172,6573,7255,4477,4062,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
基本每股收益,0.48,0.42,0.2,0.99,0.82,0.49,0.18,0.82,0.69,0.44,0.21,0.92,0.72,0.42,0.47,0.29,0.26,
稀释每股收益,0.44,0.4,0.2,0.99,0.82,0.49,0.18,0.82,0.69,0.44,0.21,0.92,0.72,0.42,0.47,0.29,0.26,
