报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2010-12-31,
营业总收入(万元),141776,101211,39872,146203,108456,75120,32086,95183,65271,44331,52294,31297,23170,3411,
营业收入(万元),141776,101211,39872,146203,108456,75120,32086,95183,65271,44331,52294,31297,23170,3411,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),112838,78783,30381,99709,66574,45090,18797,63230,40416,28005,42290,29553,22256,2697,
营业成本(万元),96519,68999,25800,79940,53842,36964,14793,50831,33247,23158,33592,24074,18981,1830,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),7325,4521,1857,8654,5539,,1659,,3095,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),489,333,142,1455,1001,714,382,1009,496,402,444,160,39,30,
销售费用(万元),6610,3784,1623,6305,4111,2531,987,2935,1419,1091,1783,1256,1057,192,
管理费用(万元),1980,1174,452,2839,1634,4481,443,7225,1366,2740,5875,3439,2082,620,
财务费用(万元),-83,-28,-51,-348,-304,20,10,190,219,147,322,321,-25,-79,
资产减值损失(万元),,,559,864,752,380,523,1039,575,466,273,303,122,106,
公允价值变动收益(万元),,,,,,,,0,,,0,0,,,
投资收益(万元),2534,2048,1059,1428,,,,0,,,0,0,0,,
对联营企业和合营企业的投资收益(万元),,,,,,,,0,,,0,0,0,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),33101,25643,12005,50800,42998,30646,13497,32542,25149,16564,10009,1742,915,714,
营业外收入(万元),526,508,6,183,3,2,0,141,138,2,327,1103,626,52,
营业外支出(万元),13,1,0,96,78,65,,72,2,2,17,37,3,0,
非流动资产处置损失(万元),,,,,,,,15,,,13,37,0,0,
利润总额(万元),33613,26149,12011,50888,42923,30583,13497,32610,25285,16563,10320,2807,1538,765,
所得税费用(万元),4296,3417,1595,6895,5832,4370,2064,4651,3620,2456,1487,433,194,99,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),29317,22733,10416,43993,37092,26213,11433,27959,21665,14108,8832,2374,1343,666,
归属于母公司所有者的净利润(万元),28009,21875,10043,43252,36430,25810,11269,27718,21564,14098,8904,2464,1343,666,
被合并方在合并前实现净利润(万元),,,,,,,,,,,-158,-200,,,
少数股东损益(万元),1308,858,373,741,662,404,164,242,101,9,-71,-90,,,
基本每股收益,1.46,1.14,0.78,3.86,3.42,2.69,1.17,2.89,2.25,1.47,0.93,0.26,0.14,,
稀释每股收益,1.46,1.14,0.78,3.86,3.42,2.69,1.17,2.89,2.25,1.47,0.93,0.26,0.14,,
