报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),47135,30398,16371,75698,56913,38584,20731,77394,55404,41585,20522,72196,55110,38323,20117,77854,57067,44256,98259,96768,90204,80270,
营业收入(万元),47135,30398,16371,75698,56913,38584,20731,77394,55404,41585,20522,72196,55110,38323,20117,77854,57067,44256,98259,96768,90204,80270,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),57019,36287,17767,97905,60811,40295,20328,75540,54789,40204,19280,69892,52284,35171,18271,73877,55231,40354,90594,88786,79265,71438,
营业成本(万元),42024,27053,14472,64624,45249,30998,16772,55727,40400,30055,13973,49235,37376,25718,12846,54220,40791,30977,68037,68599,60087,55790,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3798,2436,911,6139,2827,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),272,199,45,807,411,333,187,855,573,401,171,701,496,389,234,664,473,376,477,801,744,787,
销售费用(万元),4846,3346,1402,7979,5146,3089,1373,8867,5743,4323,2275,8603,6228,4017,2199,8011,5976,4149,10575,10797,9991,5903,
管理费用(万元),4495,2636,904,4595,3153,3506,1700,7672,6834,4207,1909,7955,5961,3482,2155,8322,6443,4028,9478,7561,7290,8260,
财务费用(万元),1585,618,99,4290,3527,1945,-5,560,232,180,116,1880,1088,765,122,1679,1096,279,996,699,28,282,
资产减值损失(万元),,,-1,9472,498,426,301,1859,1007,1036,836,1519,1135,800,716,981,452,544,1031,329,1125,416,
公允价值变动收益(万元),15,15,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),1662,-46,-37,22166,-113,-94,-26,-1,20,-0,0,,,,,,,,4,2,,,
对联营企业和合营企业的投资收益(万元),-119,-46,-37,-221,-135,-115,-46,-97,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),-8379,-5712,-1347,829,-3170,-1195,850,2798,1367,2035,1242,2304,2826,3152,1846,3977,1836,3902,7669,7984,10938,8832,
营业外收入(万元),37,34,,126,99,95,,,42,30,216,2377,1905,125,53,1236,241,190,2619,1002,451,201,
营业外支出(万元),44,6,0,20,20,20,,,11,9,9,20,21,16,0,30,10,10,79,85,34,146,
非流动资产处置损失(万元),,,,,,,,,11,9,9,2,2,1,0,23,4,4,62,44,14,144,
利润总额(万元),-8386,-5684,-1347,935,-3092,-1121,850,2798,1398,2056,1449,4660,4711,3261,1899,5183,2067,4082,10209,8902,11355,8888,
所得税费用(万元),-1160,-1059,-89,-228,-137,81,155,363,189,345,266,591,863,588,288,563,376,745,1369,1252,1203,1193,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),-7226,-4625,-1258,1163,-2955,-1202,696,2434,1210,1711,1183,4069,3848,2673,1611,4619,1691,3338,8841,7650,10152,7695,
归属于母公司所有者的净利润(万元),-6877,-4396,-1159,1695,-2702,-1055,764,2453,1223,1719,1186,4079,3855,2676,1615,4632,1698,3347,8865,7622,10150,7694,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,-31,213,,,
少数股东损益(万元),-349,-229,-99,-532,-253,-147,-68,-19,-13,-8,-3,-10,-7,-3,-3,-12,-7,-9,-24,29,1,1,
基本每股收益,-0.57,-0.37,-0.1,0.14,-0.23,-0.09,0.06,0.2,0.1,0.14,0.12,0.43,0.32,0.3,0.18,0.51,0.14,0.37,0.98,0.85,1.13,,
稀释每股收益,-0.57,-0.37,-0.1,0.14,-0.23,-0.09,0.06,0.2,0.1,0.14,0.12,0.43,0.32,0.3,0.18,0.51,0.14,0.37,0.98,0.85,1.13,,
