报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),42844,27326,54238,37524,26474,58621,47410,23217,33465,25751,20858,
营业收入(万元),42844,27326,54238,37524,26474,58621,47410,23217,33465,25751,20858,
利息收入(万元),,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,
营业总成本(万元),35328,21907,42306,29215,20518,42875,34356,17182,26637,21244,17341,
营业成本(万元),29428,18525,34526,23720,16890,34960,27273,14085,22135,17555,14625,
利息支出(万元),42844,,,37524,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,
研发费用(万元),1772,1146,2707,1934,1099,2231,1684,,,,,
退保金(万元),,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,
营业税金及附加(万元),255,187,330,213,144,479,363,133,181,178,129,
销售费用(万元),727,402,965,667,405,924,664,387,372,347,189,
管理费用(万元),2656,1383,3003,2142,1556,3481,3423,2240,3262,2640,1930,
财务费用(万元),490,265,775,538,424,759,727,286,408,402,423,
资产减值损失(万元),,,,,,42,224,51,280,122,45,
公允价值变动收益(万元),,,,,,,,,,,,
投资收益(万元),,,55,,7,0,,,-23,0,,
对联营企业和合营企业的投资收益(万元),,,55,,6,0,,,,,,
汇兑收益(万元),,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,
营业利润(万元),7795,5486,12711,8630,6199,16191,13439,6035,6805,4508,3517,
营业外收入(万元),4,,56,5,1,1,,21,336,525,808,
营业外支出(万元),46,40,14,9,4,102,152,3,17,3,1,
非流动资产处置损失(万元),,,,,,,,2,,,,
利润总额(万元),7753,5446,12753,8626,6196,16090,13287,6053,7123,5029,4324,
所得税费用(万元),1410,819,1897,1450,1056,2765,2467,1117,1493,1236,961,
未确认投资损失(万元),,,,,,,,,,,,
净利润(万元),6343,4628,10856,7176,5140,13326,10820,4936,5631,3793,3362,
归属于母公司所有者的净利润(万元),6240,4543,10903,7203,5161,13327,10886,4964,5631,3003,2614,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,
少数股东损益(万元),103,84,-47,-27,-20,-2,-67,-27,,791,748,
基本每股收益,,0.69,1.65,,0.78,2.02,1.78,0.83,0.95,1.45,1.45,
稀释每股收益,,0.69,1.65,,0.78,2.02,1.78,0.83,0.95,1.35,1.27,
