报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),75979,48873,23715,88807,63044,40025,17104,78451,58304,38927,17780,59174,42587,31085,22369,
营业收入(万元),75979,48873,23715,88807,63044,40025,17104,78451,58304,38927,17780,59174,42587,31085,22369,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),71689,45602,22614,81077,58347,38097,16499,70325,52009,34484,16584,51121,36161,28385,22243,
营业成本(万元),54285,35172,16755,64630,46948,30728,12906,56248,41433,27737,12681,41238,29403,22738,17569,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),2691,1680,754,2879,1991,,,,1851,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),799,535,261,787,577,360,182,808,574,391,193,554,161,115,68,
销售费用(万元),12016,6792,3635,11247,8082,4841,1888,7518,5765,3668,2252,5543,3980,2995,2751,
管理费用(万元),2802,1604,756,2453,1845,2536,1244,5109,1885,2382,1303,4146,3535,2299,1774,
财务费用(万元),-905,-182,319,-1070,-1226,-525,286,519,349,181,48,-411,-530,151,519,
资产减值损失(万元),,,134,152,131,158,-7,123,152,126,108,52,-388,87,-438,
公允价值变动收益(万元),,,,,,,,,,,,,30,-284,236,
投资收益(万元),446,395,102,1026,370,346,18,214,178,113,47,168,212,114,31,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),5866,4395,1424,9499,5687,2803,623,9420,6526,4555,1243,8220,6667,2530,393,
营业外收入(万元),9,6,,84,85,80,0,23,55,166,1,409,282,477,417,
营业外支出(万元),6,1,0,43,48,46,16,48,27,95,9,154,112,61,31,
非流动资产处置损失(万元),,,,,,,,,,75,,79,56,16,,
利润总额(万元),5869,4400,1424,9541,5725,2837,607,9394,6554,4626,1235,8475,6837,2946,779,
所得税费用(万元),1165,819,289,1163,849,375,53,1126,909,638,225,1153,925,419,106,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),4704,3581,1136,8377,4876,2462,554,8268,5645,3988,1010,7322,5912,2527,672,
归属于母公司所有者的净利润(万元),4704,3581,1136,8377,4876,2462,554,8268,5645,3988,1010,7322,5912,2527,672,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,-311,-329,,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.59,0.45,0.14,1.09,0.65,0.34,0.08,1.38,0.94,0.66,0.17,1.22,1.09,,,
稀释每股收益,0.59,0.45,0.14,1.09,0.65,0.34,0.08,1.38,0.94,0.66,0.17,1.22,1.09,,,
