报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),90168,65493,35797,121256,79545,56842,30411,103144,66893,48384,24984,92036,61476,43335,84027,79258,70618,55344,
营业收入(万元),90168,65493,35797,121256,79545,56842,30411,103144,66893,48384,24984,92036,61476,43335,84027,79258,70618,55344,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),87114,59280,30027,113101,73364,50586,25770,96055,61533,42714,20635,82125,55884,38010,74797,68760,63196,49924,
营业成本(万元),40899,29669,16230,54258,34245,24333,12473,45944,27509,20038,9967,37640,24738,16981,33378,32533,30602,25434,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),2563,1613,676,2635,1787,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),380,227,132,729,507,295,145,915,709,562,296,961,661,532,852,802,691,430,
销售费用(万元),39617,25392,11731,49037,32973,22077,10795,42007,28354,18824,8760,37311,25734,17433,34897,29975,27220,20063,
管理费用(万元),4483,2974,1402,5642,4265,3969,1916,7096,4726,3079,1286,5664,4085,2572,5041,4819,4167,3711,
财务费用(万元),-828,-596,-404,-1213,-1033,-660,-257,-146,3,58,46,356,270,192,223,-23,45,36,
资产减值损失(万元),,,261,2013,621,573,698,238,232,154,280,192,396,300,405,654,471,250,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),-107,-29,13,257,245,143,4,236,9,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),-225,-138,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),4295,7332,6149,10016,7128,6880,4777,9032,6056,5919,4350,9912,5592,5326,9230,10498,7422,5419,
营业外收入(万元),216,120,9,98,89,80,6,65,36,15,154,823,251,127,277,122,104,3,
营业外支出(万元),7,6,5,68,6,3,3,41,9,5,4,174,77,75,46,11,23,8,
非流动资产处置损失(万元),,,,,,,,,4,1,,20,20,19,8,8,2,,
利润总额(万元),4503,7446,6153,10047,7211,6956,4780,9056,6083,5928,4499,10560,5766,5378,9462,10609,7502,5415,
所得税费用(万元),1193,1816,1460,1708,1475,1416,1170,2169,1517,1483,1103,2649,1442,1356,2371,2712,1891,1471,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),3310,5630,4693,8339,5736,5540,3610,6887,4565,4445,3395,7912,4324,4021,7091,7897,5612,3944,
归属于母公司所有者的净利润(万元),3310,5630,4693,8339,5736,5540,3610,6887,4565,4445,3395,7912,4324,4021,7091,7897,5612,3944,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.25,0.43,0.36,0.63,0.43,0.42,0.36,0.77,0.53,0.56,0.45,1.05,0.58,0.54,0.95,1.05,0.75,,
稀释每股收益,0.25,0.43,0.36,0.63,0.43,0.42,0.36,0.77,0.53,0.56,0.45,1.05,0.58,0.54,0.95,1.05,0.75,,
