报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),67448,45327,21462,100084,72886,49669,21769,106719,46570,24755,131835,53743,25581,166886,70631,64371,63510,
营业收入(万元),,,,,,,,,,,,,,,,,,
利息收入(万元),24236,15666,7610,36240,28749,19781,9856,38803,6086,8277,55436,9792,14715,45782,15008,9000,9530,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),12,7,3,16,24,10,3,12,9,3,16,7,4,79,121,285,117,
营业总成本(万元),36826,25016,10907,64023,45789,30655,12523,58739,26901,14204,66537,26608,13360,68472,38735,53464,57430,
营业成本(万元),,,,,,,,,,,,,,,,,,
利息支出(万元),10214,7211,4009,19862,16384,12139,5906,26057,,5142,33358,,8597,20335,,,2315,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),8,6,3,11,8,6,3,11,6,3,11,6,3,11,10,10,10,
营业税金及附加(万元),276,172,65,662,434,320,146,629,237,92,2747,2146,1517,9637,3633,3381,3173,
销售费用(万元),37625,25817,11661,61160,43172,28590,,58029,26658,14109,60727,24533,11916,58376,35092,50072,53322,
管理费用(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,
资产减值损失(万元),,,,2190,2174,1741,1,69,,,3052,-76,-76,448,,1,924,
公允价值变动收益(万元),-737,-110,849,-2203,-1309,-2717,-4735,2654,1084,2273,-2748,-126,667,1990,50,-139,1793,
投资收益(万元),21312,12892,5721,33526,21848,16165,8114,27084,8422,3351,35220,15174,8517,10250,314,4941,608,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),49,5,-32,76,81,17,-60,-98,-42,-10,98,29,-7,77,3,-29,-2,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),6791,5358,1936,9957,6910,4405,1774,10586,3818,1332,9472,1167,697,1389,503,147,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),30622,20310,10555,36062,27097,19014,9246,47980,19670,10552,65298,27134,12221,98414,31897,10906,6081,
营业外收入(万元),3714,421,34,3631,2400,2037,7,4634,787,364,3496,2631,2467,169,143,619,1217,
营业外支出(万元),25,1,1,504,294,12,11,311,211,80,1233,1176,2,62,6184,416,4,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,
利润总额(万元),34311,20731,10588,39188,29203,21039,9242,52303,20246,10835,67561,28590,14687,98520,25856,11109,7294,
所得税费用(万元),3783,2497,1348,4824,3584,2580,1120,6090,2460,1352,8649,3534,2020,16921,7047,3151,2284,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),30528,18234,9240,34364,25618,18459,8123,46213,17786,9483,58912,25056,12666,81599,18809,7958,5009,
归属于母公司所有者的净利润(万元),30569,18274,9255,34467,25710,18531,8207,46315,17826,9484,58912,25056,12666,81599,18809,7958,5009,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-41,-41,-15,-103,-92,-72,-85,-102,-40,-1,,,,,,,,
基本每股收益,0.11,0.07,0.04,0.14,0.11,0.08,0.03,0.19,0,0.04,0.24,,0.05,0.44,,,,
稀释每股收益,0.11,0.07,0.04,0.14,0.11,0.08,0.03,0.19,0,0.04,0.24,,0.05,0.44,,,,
