报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),86324,54773,26710,66872,47036,24293,8805,97320,68304,44062,12284,36278,19666,11086,3427,27761,15723,5889,24902,30562,27808,
营业收入(万元),86324,54773,26710,66872,47036,24293,8805,97320,68304,44062,12284,36278,19666,11086,3427,27761,15723,5889,24902,30562,27808,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),69057,44237,23023,62614,42916,23989,9475,89230,62098,40076,11938,32792,18316,9750,3665,25426,,5782,23123,26496,25095,
营业成本(万元),56976,36542,17964,49556,35207,19384,7562,78070,54621,35730,10670,28899,15185,8474,2742,20836,,4484,18848,22284,21090,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2739,1749,788,1970,1076,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),502,280,170,457,336,108,45,426,273,202,61,124,82,70,56,744,,111,717,983,890,
销售费用(万元),1817,1196,676,1815,1027,643,292,1961,1307,752,301,1073,442,316,126,860,,283,342,374,323,
管理费用(万元),5590,3505,1597,3697,2479,2122,955,5323,3522,2217,909,3108,2393,1384,572,2607,,1095,2720,2149,2328,
财务费用(万元),1433,965,429,627,543,313,82,95,69,-29,-8,-219,1,-19,-8,-73,,45,-244,48,189,
资产减值损失(万元),,,,4493,2247,1419,538,3355,2306,1205,4,-194,212,-475,177,453,,-236,740,658,275,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),-193,-144,-11,-125,-95,-46,,,,,,,,,,,,,0,-13,,
对联营企业和合营企业的投资收益(万元),-193,-144,-11,-125,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),11980,6301,3715,4797,4310,453,-550,8881,6307,4086,346,3487,1351,1336,-237,2334,1063,108,1779,4053,2713,
营业外收入(万元),8,4,22,1,1,1,1,4,41,16,101,777,695,494,,683,,152,357,443,382,
营业外支出(万元),34,25,21,22,13,10,8,84,28,27,0,14,4,4,,12,,5,14,6,46,
非流动资产处置损失(万元),,,,,,,,,1,0,0,4,4,4,,5,,4,11,5,42,
利润总额(万元),11954,6280,3715,4776,4299,444,-556,8801,6321,4075,447,4250,2041,1827,-237,3006,1578,254,2122,4491,3048,
所得税费用(万元),2330,1403,651,640,667,105,,764,438,425,67,702,403,295,,406,,69,477,840,629,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),9624,4877,3064,4135,3632,339,-556,8037,5883,3650,379,3547,1638,1532,-237,2599,1341,185,1645,3651,2419,
归属于母公司所有者的净利润(万元),9421,4610,2989,4135,3632,339,-556,8037,5883,3650,379,3547,1638,1532,-237,2599,1341,185,1645,3651,2419,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),203,267,75,,,,,,,,,,,,,,,,,,,
基本每股收益,0.36,0.18,0.23,0.4,0.35,0.03,-0.05,0.8,0.59,0.37,0.04,0.46,0.21,0.2,-0.03,0.34,,0.02,0.21,0.48,0.31,
稀释每股收益,0.36,0.18,0.23,0.4,0.35,0.03,-0.05,0.8,0.59,0.37,0.04,0.46,0.21,0.2,-0.03,0.34,,0.02,0.21,0.48,0.31,
