报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),238769,155986,73925,320925,241479,158415,76037,298417,217215,137624,61600,215410,98288,220226,104854,219261,186809,
营业收入(万元),238769,155986,73925,320925,241479,158415,76037,298417,217215,137624,61600,215410,98288,220226,104854,219261,186809,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),231107,150983,72643,310502,233373,153419,73649,289084,210610,133453,59949,206825,94323,214144,102130,215577,185090,
营业成本(万元),224267,146351,69964,299862,225755,148507,71039,276050,200336,126779,56573,194593,88776,200960,96025,203095,173076,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),2662,1827,849,4417,3323,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),551,375,190,939,701,475,237,1088,792,515,237,678,135,244,96,228,163,
销售费用(万元),2250,1488,673,2815,2089,1306,572,2819,2019,1175,547,2332,1054,2208,1065,1842,1465,
管理费用(万元),1197,760,359,1639,1200,2929,1384,7682,6441,4206,2181,7959,3811,8748,3918,7936,7816,
财务费用(万元),180,181,194,437,324,279,200,999,846,569,249,719,433,1686,887,2542,1584,
资产减值损失(万元),,,413,394,-17,-76,217,447,176,208,161,544,115,299,139,-67,985,
公允价值变动收益(万元),,,,,,,,,,,,-109,-217,90,-19,19,,
投资收益(万元),,,,,,,,,,,,-121,3,328,161,4,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),7555,4754,1313,10543,8192,5053,2416,9722,7152,4466,1651,8356,3751,6499,2866,3707,1719,
营业外收入(万元),583,563,195,904,607,287,251,473,30,30,265,637,336,804,487,1071,600,
营业外支出(万元),1,1,1,10,5,4,2,16,1,0,0,98,0,1,,180,30,
非流动资产处置损失(万元),,,,,,3,,,1,0,,38,0,1,,162,12,
利润总额(万元),8138,5317,1507,11436,8793,5336,2664,10179,7181,4496,1916,8895,4086,7302,3353,4598,2289,
所得税费用(万元),1337,874,177,2080,1669,1025,515,1620,1152,745,320,1446,646,1158,537,882,479,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),6801,4443,1330,9356,7124,4311,2149,8559,6029,3751,1596,7449,3441,6144,2816,3717,1810,
归属于母公司所有者的净利润(万元),6801,4443,1330,9356,7124,4311,2149,8559,6029,3751,1596,7449,3441,6144,2816,3717,1810,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
基本每股收益,0.39,0.26,0.08,0.54,0.41,0.25,0.17,0.83,0.62,0.4,0.17,0.8,0.37,0.67,0.31,0.41,0.2,
稀释每股收益,0.39,0.26,0.08,0.54,0.41,0.25,0.17,0.83,0.62,0.4,0.17,0.8,0.37,0.67,0.31,0.41,0.2,
