报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),49537,31627,14160,69023,48106,29729,14172,67056,47509,33167,
营业收入(万元),49537,31627,14160,69023,48106,29729,14172,67056,47509,33167,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),41187,25559,11528,56476,39776,24327,11592,51096,42647,29749,
营业成本(万元),36643,22829,9716,47903,35004,20378,9607,43396,33543,24380,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),1713,960,410,2667,2005,1191,563,2008,1205,848,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),334,231,101,478,351,218,110,587,400,323,
销售费用(万元),849,526,731,3275,893,1389,623,3031,2612,2022,
管理费用(万元),1736,1004,592,2069,1500,1036,500,1960,4252,1493,
财务费用(万元),-89,9,-22,84,23,115,190,-36,532,475,
资产减值损失(万元),,,,,,,,151,103,209,
公允价值变动收益(万元),,,,,,,,,,,
投资收益(万元),28,21,2,12,3,,,19,23,1,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),8861,6392,2510,13317,9027,6195,2648,16188,5285,3420,
营业外收入(万元),12,11,4,428,90,55,2,21,7,428,
营业外支出(万元),111,72,24,75,59,17,11,510,437,145,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),8762,6331,2490,13669,9057,6233,2639,15699,4855,3703,
所得税费用(万元),1184,887,356,1787,1284,862,368,2254,1084,552,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),7578,5444,2134,11883,7773,5371,2271,13445,3772,3151,
归属于母公司所有者的净利润(万元),7578,5444,2134,11883,7773,5371,2271,13445,3772,3151,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,0.53,0.39,0.15,0.86,0.56,0.39,,1,0.29,,
稀释每股收益,0.53,0.39,0.15,0.86,0.56,0.39,,1,0.29,,
