报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),34846,20086,7442,40880,24376,13512,5163,30128,16977,9502,1893,24181,11758,20661,18481,14383,9739,
营业收入(万元),34846,20086,7442,40880,24376,13512,5163,30128,16977,9502,1893,24181,11758,20661,18481,14383,9739,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),26799,16037,6731,30097,18951,11482,4529,21876,13609,8530,2882,18817,10890,15947,13851,12498,9928,
营业成本(万元),16878,9861,3523,19205,11385,6578,2335,13176,7371,4403,987,11979,5963,10013,8651,7129,4982,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),2674,1596,738,2369,1819,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),223,152,48,319,225,168,60,319,215,150,68,214,122,63,39,136,343,
销售费用(万元),806,500,216,663,423,282,115,575,389,180,84,438,321,313,200,183,97,
管理费用(万元),6437,4026,1951,7678,5327,4542,1981,7742,5580,3764,1789,6206,4439,5467,4459,4380,3649,
财务费用(万元),-220,-99,8,-330,-301,-160,-23,-94,-41,-23,-21,-87,-29,73,395,612,858,
资产减值损失(万元),,,247,194,73,74,60,158,96,57,-25,66,75,17,107,58,-2,
公允价值变动收益(万元),3,-69,-35,33,-3,-35,107,52,,,,,,,,,,
投资收益(万元),1008,860,616,866,597,456,116,186,-1,-1,-0,-9,-6,-15,3,1,-0,
对联营企业和合营企业的投资收益(万元),-73,,,,,,,-7,-1,-1,-0,-9,-6,-15,3,1,-0,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),9159,4770,1550,12601,6830,2732,1038,9418,3950,1308,-885,5355,862,4699,4633,1886,-189,
营业外收入(万元),10,1,,201,54,53,50,57,60,52,49,784,566,1134,1880,996,890,
营业外支出(万元),4,2,0,16,1,0,0,133,0,0,0,38,36,64,260,245,5,
非流动资产处置损失(万元),,,,,,,,,0,0,,8,3,9,23,237,2,
利润总额(万元),9165,4769,1550,12786,6882,2786,1088,9342,4009,1360,-836,6101,1392,5768,6253,2636,696,
所得税费用(万元),1568,780,361,1967,1163,542,211,1697,543,142,-144,932,196,851,1353,408,-266,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),7597,3989,1190,10819,5720,2244,877,7645,3466,1218,-692,5169,1197,4917,4900,2229,963,
归属于母公司所有者的净利润(万元),7648,4014,1204,10834,5722,2244,877,7645,3466,1218,-692,5169,1197,4917,4900,2229,963,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-51,-24,-14,-15,-3,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,
基本每股收益,0.47,0.25,0.1,0.94,0.5,0.2,0.11,1.12,0.55,0.2,-0.11,0.84,0.2,0.8,0.8,0.36,0.16,
稀释每股收益,0.47,0.25,0.1,0.94,0.5,0.2,0.11,1.12,0.55,0.2,-0.11,0.84,0.2,0.8,0.8,0.36,0.16,
