报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),44896,20790,8511,87240,71510,53626,29493,72640,41833,23309,9485,33168,22036,12171,3968,29210,20820,12056,
营业收入(万元),44896,20790,8511,87240,71510,53626,29493,72640,41833,23309,9485,33168,22036,12171,3968,29210,20820,12056,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),44723,24169,12083,82977,61810,42733,19757,53238,32116,17788,7101,26527,17816,10003,3287,22781,15972,9745,
营业成本(万元),34515,17628,7540,62847,47872,32389,15203,42523,25648,13998,5672,21333,14185,7954,2581,18832,12873,7724,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),3025,1898,1470,5173,4319,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),139,117,58,522,420,404,288,377,167,124,52,181,140,54,23,83,42,12,
销售费用(万元),756,369,184,3767,2628,2449,792,2069,807,540,274,634,399,237,88,627,630,136,
管理费用(万元),4108,2804,1578,7267,5190,6428,2951,6159,4347,2485,912,3524,2428,1453,596,2730,1617,1069,
财务费用(万元),2180,1352,621,2219,1641,1099,538,1200,726,523,231,422,327,184,125,481,618,611,
资产减值损失(万元),,,633,1183,-259,-36,-15,909,422,117,-40,433,337,122,-126,27,193,193,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),0,0,0,30,30,30,30,97,,,,,,,,5,1,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),-17885,-7178,-3555,12442,11855,11506,10163,20366,9787,5521,2383,6641,4220,2168,681,6434,4849,2311,
营业外收入(万元),1,1,0,1027,530,330,330,83,594,171,37,918,336,240,128,269,135,238,
营业外支出(万元),100,1,,53,50,29,0,117,242,241,169,114,101,23,6,68,10,15,
非流动资产处置损失(万元),,,,,,,,,238,237,169,102,89,23,6,67,,,
利润总额(万元),-17985,-7177,-3555,13416,12335,11808,10492,20332,10139,5452,2251,7445,4456,2385,803,6636,4973,2533,
所得税费用(万元),-721,-1164,-55,1878,1830,1759,1699,2995,1458,801,502,1101,695,366,128,977,707,371,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),-17263,-6014,-3500,11539,10506,10049,8793,17337,8680,4651,1749,6344,3761,2019,675,5659,4266,2162,
归属于母公司所有者的净利润(万元),-17263,-6014,-3500,11539,10506,10049,8793,17337,8680,4651,1749,6344,3761,2019,675,5659,4266,2162,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,-0.86,-0.3,-0.25,0.81,0.74,0.99,0.86,2.03,1.08,0.62,0.23,0.85,0.5,0.27,0.09,0.75,,,
稀释每股收益,-0.86,-0.3,-0.25,0.81,0.74,0.99,0.86,2.03,1.08,0.62,0.23,0.85,0.5,0.27,0.09,0.75,,,
