报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),128967,75288,120143,79685,41968,111422,97566,192985,121460,,
营业收入(万元),,,,,,,,,,,
利息收入(万元),43331,28924,55775,32171,27941,51952,47073,40524,18770,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),451,300,490,337,183,352,1459,498,296,,
营业总成本(万元),57860,35901,68632,47574,30404,62566,56237,65678,57078,,
营业成本(万元),,,,,,,,,,,
利息支出(万元),58366,35875,21543,,2368,1081,4039,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),,,,,,,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),262,175,335,248,161,291,315,346,263,,
营业税金及附加(万元),995,677,800,549,365,592,2160,9268,5005,,
销售费用(万元),56558,35231,58448,42436,,58759,54058,61297,47556,,
管理费用(万元),,,,,,,,,,,
财务费用(万元),,,,,,,,,,,
资产减值损失(万元),,,9049,4341,4680,2924,-296,-5233,4254,,
公允价值变动收益(万元),30530,10139,10379,2798,-7930,3162,-1333,-5994,4802,,
投资收益(万元),86470,53290,41592,17123,7506,18061,5836,62573,57208,,
对联营企业和合营企业的投资收益(万元),,,42,42,42,-104,-107,,,,
汇兑收益(万元),21,1,32,34,7,-42,46,43,3,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),6264,4148,7659,5947,3823,10004,7708,1973,2242,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),71107,39387,51511,32111,11563,48855,41329,127307,64383,,
营业外收入(万元),19,19,135,125,56,32,625,583,110,,
营业外支出(万元),84,78,139,67,50,236,99,46,133,,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),71043,39328,51507,32169,11569,48651,41855,127843,64360,25185,
所得税费用(万元),17264,9718,12308,7966,2820,11853,8002,27008,16684,,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),53779,29610,39199,24204,8749,36799,33853,100835,47676,,
归属于母公司所有者的净利润(万元),52972,29209,38646,23669,8300,36308,33283,100761,47550,,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),807,401,553,535,449,490,570,74,126,,
基本每股收益,0.16,0.09,0.12,0.07,0.03,0.11,0.1,0.41,0.23,,
稀释每股收益,0.16,0.09,0.12,0.07,0.03,0.11,0.1,0.41,0.23,,
