报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),87996,60185,94210,63952,46325,61541,39171,27295,
营业收入(万元),87996,60185,94210,63952,46325,61541,39171,27295,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),60073,41149,67370,45072,33421,49245,28552,22587,
营业成本(万元),51072,35157,57049,38793,28587,35846,23834,19295,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),2533,1496,3062,1656,,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),460,379,749,497,385,541,228,76,
销售费用(万元),4018,2533,4160,2591,1929,2683,1765,1362,
管理费用(万元),2105,1284,2289,1619,2248,9429,2540,1881,
财务费用(万元),-116,299,62,-84,116,619,-92,-193,
资产减值损失(万元),,,,,158,126,278,167,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),353,257,194,113,83,46,120,34,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),27966,19180,26645,18862,12987,12340,10739,4736,
营业外收入(万元),269,107,413,139,78,631,107,78,
营业外支出(万元),,,1,0,0,13,381,,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),28236,19287,27057,19001,13064,12959,10465,4815,
所得税费用(万元),4321,2954,3822,2849,1929,2685,1531,668,
未确认投资损失(万元),,,,,,,,,
净利润(万元),23915,16333,23235,16151,11136,10274,8934,4147,
归属于母公司所有者的净利润(万元),23915,16333,23235,16151,11136,10274,8934,4147,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,,,,
基本每股收益,2.66,1.81,2.58,1.79,1.24,1.64,2.98,1.38,
稀释每股收益,,1.81,2.58,,1.24,1.64,2.98,1.38,
