报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),179787,110687,50181,194905,142893,90533,43300,175988,119913,76698,34640,135056,95197,60906,29706,113025,78453,51487,21437,105367,100160,83326,72654,
营业收入(万元),179787,110687,50181,194905,142893,90533,43300,175988,119913,76698,34640,135056,95197,60906,29706,113025,78453,51487,21437,105367,100160,83326,72654,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),164623,99814,48675,183092,136113,87000,42393,169954,114463,73277,33628,130571,91919,58557,28802,107930,74929,49020,20819,99119,92426,75696,67417,
营业成本(万元),144486,87339,41699,158308,118897,74827,36044,145131,98530,63270,29140,112311,79594,50879,24721,90091,62676,40783,17292,83539,78548,63456,58205,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),7090,4455,1966,9396,6214,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),811,546,326,1090,884,596,227,1221,845,553,197,1037,566,354,172,945,637,493,171,557,584,537,236,
销售费用(万元),3938,2195,1379,4014,3077,2065,1091,4571,3003,1873,845,3781,2646,1632,818,3111,2245,1436,656,3219,2798,2364,1683,
管理费用(万元),5809,3534,2207,9023,4855,7393,3939,14855,9659,6138,2722,11585,8282,5325,2621,10810,7515,4806,2170,9433,8578,6999,5883,
财务费用(万元),2489,1744,949,2622,1814,1273,690,2473,1596,898,453,1455,1026,614,451,1779,1116,849,604,1490,1329,1068,1197,
资产减值损失(万元),,,149,-1361,371,846,401,1702,830,544,271,400,-196,-247,18,1195,740,653,-76,880,590,1273,214,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,-1,
投资收益(万元),62,1,1,352,323,319,7,24,16,12,8,24,20,20,11,28,18,7,,,,,1,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),15965,11686,1795,13451,8193,4462,1283,7014,5465,3433,1019,4509,3298,2369,914,5124,3542,2474,617,6248,7734,7630,5237,
营业外收入(万元),106,74,60,11,118,111,230,152,735,593,339,1291,1036,585,175,1993,1155,997,228,1470,397,932,762,
营业外支出(万元),10,6,0,56,13,0,0,90,144,131,47,164,118,100,46,30,24,24,5,187,72,139,97,
非流动资产处置损失(万元),,,,,,0,,,100,96,27,119,97,80,40,9,0,0,0,93,44,124,65,
利润总额(万元),16060,11755,1855,13406,8297,4573,1513,7076,6056,3895,1311,5636,4217,2854,1043,7087,4672,3447,840,7532,8059,8422,5903,
所得税费用(万元),1760,1393,92,932,54,-76,-65,552,405,251,108,296,296,255,335,991,278,228,46,610,947,1103,771,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),14300,10362,1763,12474,8243,4649,1578,6524,5651,3644,1203,5339,3920,2599,708,6096,4394,3219,794,6922,7113,7319,5132,
归属于母公司所有者的净利润(万元),14300,10362,1763,12474,8243,4649,1578,6524,5651,3644,1203,5339,3920,2599,708,6096,4394,3219,794,6922,7113,7319,5132,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.45,0.33,0.08,0.68,0.38,0.28,0.09,0.39,0.34,0.22,0.07,0.32,0.23,0.16,0.04,0.49,0.35,0.26,0.06,0.55,0.57,0.58,0.42,
稀释每股收益,0.45,0.33,0.08,0.68,0.38,0.28,0.09,0.39,0.34,0.22,0.07,0.32,0.23,0.16,0.04,0.49,0.35,0.26,0.06,0.55,0.57,0.58,0.42,
