报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),77125,48034,22389,75995,53406,33608,17751,87737,66192,43071,19154,71393,50963,33911,14632,61512,44994,30774,14126,52263,46105,34757,30493,
营业收入(万元),77125,48034,22389,75995,53406,33608,17751,87737,66192,43071,19154,71393,50963,33911,14632,61512,44994,30774,14126,52263,46105,34757,30493,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),60889,38849,18643,73246,53278,35774,18423,76429,55464,36345,15908,59682,41883,28544,12206,50996,36964,25036,11267,41869,37051,27109,24394,
营业成本(万元),51905,33143,15756,61169,44272,28755,15095,66678,49240,32108,14259,52565,37032,25319,11012,44655,32564,22245,10107,36307,33078,23462,21354,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),5519,3147,1185,5266,4192,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),434,292,108,747,507,383,161,235,151,135,78,303,162,70,70,363,277,266,153,279,158,314,103,
销售费用(万元),1678,1028,442,1853,1156,775,341,1332,813,540,279,1046,748,454,164,938,619,390,158,889,696,539,458,
管理费用(万元),2182,1413,621,2650,2383,4436,1908,6629,4277,2823,1250,5112,3552,2219,945,4196,2985,1889,794,3703,2699,2532,1886,
财务费用(万元),-828,-174,261,-1038,-1112,-419,138,108,100,25,8,-225,-114,-65,-22,125,147,26,3,40,-64,-88,128,
资产减值损失(万元),,,269,2598,1880,1844,780,1446,883,714,33,881,503,546,37,719,371,220,52,651,484,350,465,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),-23,25,-8,-62,115,81,36,184,184,184,178,359,232,54,,,,,,,,,34,
对联营企业和合营企业的投资收益(万元),-308,-194,-127,-315,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),15667,9488,3821,3496,596,-1802,-424,12271,11062,6911,3423,12070,9312,5421,2426,10516,8030,5737,2859,10395,9054,7648,6132,
营业外收入(万元),43,25,3,70,92,66,3,487,433,507,106,734,527,371,109,550,351,303,52,432,283,111,169,
营业外支出(万元),7,5,0,15,13,15,1,5,5,4,1,1,1,1,1,18,7,6,0,8,1,1,38,
非流动资产处置损失(万元),,,,,,,,,1,0,0,0,0,0,,1,1,0,0,0,0,,,
利润总额(万元),15703,9509,3824,3551,674,-1751,-422,12754,11490,7414,3528,12803,9838,5792,2535,11047,8374,6034,2911,10820,9336,7758,6263,
所得税费用(万元),2405,1442,583,368,133,-235,-58,1645,1828,1149,540,2274,1788,945,387,1602,1236,893,434,1580,1400,1183,1005,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),13298,8066,3241,3183,542,-1515,-364,11109,9662,6266,2988,10529,8050,4847,2148,9445,7139,5142,2478,9240,7936,6575,5257,
归属于母公司所有者的净利润(万元),13298,8066,3241,3183,542,-1515,-364,11109,9662,6266,2988,10529,8050,4847,2148,9445,7139,5142,2478,9240,7936,6575,5257,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.57,0.34,0.14,0.14,0.02,-0.07,-0.02,0.48,0.42,0.27,0.39,1.45,1.13,0.71,0.37,1.62,1.23,0.88,0.43,1.59,1.36,1.13,0.95,
稀释每股收益,0.56,0.34,0.14,0.14,0.02,-0.06,-0.02,0.48,0.42,0.27,0.39,1.45,1.13,0.71,0.37,1.62,1.23,0.88,0.43,1.59,1.36,1.13,0.95,
