报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),78753,47489,17556,91610,58001,33795,13390,59268,21856,47549,20661,45093,44559,34909,
营业收入(万元),78753,47489,17556,91610,58001,33795,13390,59268,21856,47549,20661,45093,44559,34909,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),67476,42792,17273,77292,48155,30113,13757,48123,19688,37772,17620,41078,38339,31211,
营业成本(万元),53930,34233,12768,62253,38890,23658,10363,37867,14746,28629,12834,27615,28415,22339,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),3438,2337,1201,3565,2216,1481,749,2325,,1960,,2043,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),445,298,85,659,434,285,108,456,145,358,120,299,264,336,
销售费用(万元),1997,1168,541,1929,1230,713,400,1317,459,1700,740,1583,1475,1205,
管理费用(万元),7825,4892,2622,7807,5407,3429,1980,5708,4093,5295,3517,9331,7905,7265,
财务费用(万元),-159,-136,-72,98,-23,-29,27,44,61,132,161,402,59,-1,
资产减值损失(万元),,,127,982,,577,130,406,185,-302,248,-194,221,67,
公允价值变动收益(万元),13,20,,,,,,,,,,,,,
投资收益(万元),841,375,161,705,514,358,221,1060,558,976,402,543,167,96,
对联营企业和合营企业的投资收益(万元),-21,-89,-78,-264,-207,-134,-22,13,21,60,12,-5,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),10792,4260,484,15386,9798,4171,-37,12430,2776,10634,3443,4558,6388,3793,
营业外收入(万元),292,205,103,385,298,343,221,515,404,686,341,386,256,72,
营业外支出(万元),21,4,0,7,7,7,5,420,7,12,5,9,102,150,
非流动资产处置损失(万元),,,,,,,,,,,1,,82,,
利润总额(万元),11063,4462,587,15764,10090,4507,179,12525,3173,11307,3779,4935,6542,3715,
所得税费用(万元),1523,472,-20,2322,1441,693,204,1902,405,1685,664,1338,924,692,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),9540,3989,607,13443,8649,3815,-25,10623,2768,9622,3116,3597,5618,3023,
归属于母公司所有者的净利润(万元),8952,3747,512,12611,8337,3662,-205,10114,2749,9264,3038,3504,5642,3023,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),589,242,95,831,312,153,180,509,19,357,78,93,-24,,
基本每股收益,0.48,0.21,0.03,0.86,0.57,0.25,-0.01,0.72,0.21,0.71,0.24,0.49,3.75,2.02,
稀释每股收益,0.48,0.21,0.03,0.86,0.57,0.25,-0.01,0.72,0.21,0.71,0.24,0.49,3.75,2.02,
